Group,n,wt,
SurgOnly_NoTrt_NHL,0.0,0.0,
SurgOnly_NoTrt_Kidney,0.0,0.0,
SurgOnly_NoTrt_NBL,0.0,0.0,
SurgOnly_NoTrt_STS,0.0,0.0,
SurgOnly_NoTrt_Ewings,0.0,0.0,
SurgOnly_NoTrt_Osteosarcoma,0.0,0.0,
SurgOnly_NoTrt_OtherBoneTumor,0.0,0.0,
AnyRad_brain,0.0,0.0,
AnyRad_bone,0.0,0.0,
AnyRad_sts,0.0,0.0,
AnyRad_solid,0.0,0.0,
AnyRad_leuk,0.0,0.0,
AnyRad_lymp,0.0,0.0,
ChemoOnly_brain,0.0,0.0,
ChemoOnly_bone,0.0,0.0,
ChemoOnly_sts,0.0,0.0,
ChemoOnly_solid,0.0,0.0,
ChemoOnly_leuk,0.0,0.0,
ChemoOnly_lymp,0.0,0.0,
SurgOnly_NoTrt_brain,0.0,0.0,
SurgOnly_NoTrt_bone,0.0,0.0,
SurgOnly_NoTrt_sts,0.0,0.0,
SurgOnly_NoTrt_solid,0.0,0.0,
SurgOnly_NoTrt_leuk,0.0,0.0,
SurgOnly_NoTrt_lymp,0.0,0.0,
AnyRad_ALL_70,0.0,0.0,
AnyRad_AML_70,0.0,0.0,
AnyRad_OtherLeukemia_70,0.0,0.0,
AnyRad_Astrocytoma_70,0.0,0.0,
AnyRad_Medulloblastoma_70,0.0,0.0,
AnyRad_Other CNS_70,0.0,0.0,
AnyRad_HL_70,0.0,0.0,
AnyRad_NHL_70,0.0,0.0,
AnyRad_Kidney_70,0.0,0.0,
AnyRad_NBL_70,0.0,0.0,
AnyRad_STS_70,0.0,0.0,
AnyRad_Ewings_70,0.0,0.0,
AnyRad_Osteosarcoma_70,0.0,0.0,
AnyRad_OtherBoneTumor_70,0.0,0.0,
ChemoOnly_ALL_70,0.0,0.0,
ChemoOnly_AML_70,0.0,0.0,
ChemoOnly_OtherLeukemia_70,0.0,0.0,
ChemoOnly_Astrocytoma_70,0.0,0.0,
ChemoOnly_Medulloblastoma_70,0.0,0.0,
ChemoOnly_Other CNS_70,0.0,0.0,
ChemoOnly_HL_70,0.0,0.0,
ChemoOnly_NHL_70,0.0,0.0,
ChemoOnly_Kidney_70,0.0,0.0,
ChemoOnly_NBL_70,0.0,0.0,
ChemoOnly_STS_70,0.0,0.0,
ChemoOnly_Ewings_70,0.0,0.0,
ChemoOnly_Osteosarcoma_70,0.0,0.0,
ChemoOnly_OtherBoneTumor_70,0.0,0.0,
SurgOnly_NoTrt_ALL_70,0.0,0.0,
SurgOnly_NoTrt_AML_70,0.0,0.0,
SurgOnly_NoTrt_OtherLeukemia_70,0.0,0.0,
SurgOnly_NoTrt_Astrocytoma_70,0.0,0.0,
SurgOnly_NoTrt_Medulloblastoma_70,0.0,0.0,
SurgOnly_NoTrt_Other CNS_70,0.0,0.0,
SurgOnly_NoTrt_HL_70,0.0,0.0,
SurgOnly_NoTrt_NHL_70,0.0,0.0,
SurgOnly_NoTrt_Kidney_70,0.0,0.0,
SurgOnly_NoTrt_NBL_70,0.0,0.0,
SurgOnly_NoTrt_STS_70,0.0,0.0,
SurgOnly_NoTrt_Ewings_70,0.0,0.0,
SurgOnly_NoTrt_Osteosarcoma_70,0.0,0.0,
SurgOnly_NoTrt_OtherBoneTumor_70,0.0,0.0,
AnyRad_ALL_80,0.0,0.0,
AnyRad_AML_80,0.0,0.0,
AnyRad_OtherLeukemia_80,0.0,0.0,
AnyRad_Astrocytoma_80,0.0,0.0,
AnyRad_Medulloblastoma_80,0.0,0.0,
AnyRad_Other CNS_80,0.0,0.0,
AnyRad_HL_80,0.0,0.0,
AnyRad_NHL_80,0.0,0.0,
AnyRad_Kidney_80,0.0,0.0,
AnyRad_NBL_80,0.0,0.0,
AnyRad_STS_80,0.0,0.0,
AnyRad_Ewings_80,0.0,0.0,
AnyRad_Osteosarcoma_80,0.0,0.0,
AnyRad_OtherBoneTumor_80,0.0,0.0,
ChemoOnly_ALL_80,0.0,0.0,
ChemoOnly_AML_80,0.0,0.0,
ChemoOnly_OtherLeukemia_80,0.0,0.0,
ChemoOnly_Astrocytoma_80,0.0,0.0,
ChemoOnly_Medulloblastoma_80,0.0,0.0,
ChemoOnly_Other CNS_80,0.0,0.0,
ChemoOnly_HL_80,0.0,0.0,
ChemoOnly_NHL_80,0.0,0.0,
ChemoOnly_Kidney_80,0.0,0.0,
ChemoOnly_NBL_80,0.0,0.0,
ChemoOnly_STS_80,0.0,0.0,
ChemoOnly_Ewings_80,0.0,0.0,
ChemoOnly_Osteosarcoma_80,0.0,0.0,
ChemoOnly_OtherBoneTumor_80,0.0,0.0,
SurgOnly_NoTrt_ALL_80,0.0,0.0,
SurgOnly_NoTrt_AML_80,0.0,0.0,
SurgOnly_NoTrt_OtherLeukemia_80,0.0,0.0,
SurgOnly_NoTrt_Astrocytoma_80,0.0,0.0,
SurgOnly_NoTrt_Medulloblastoma_80,0.0,0.0,
SurgOnly_NoTrt_Other CNS_80,0.0,0.0,
SurgOnly_NoTrt_HL_80,0.0,0.0,
SurgOnly_NoTrt_NHL_80,0.0,0.0,
SurgOnly_NoTrt_Kidney_80,0.0,0.0,
SurgOnly_NoTrt_NBL_80,0.0,0.0,
SurgOnly_NoTrt_STS_80,0.0,0.0,
SurgOnly_NoTrt_Ewings_80,0.0,0.0,
SurgOnly_NoTrt_Osteosarcoma_80,0.0,0.0,
SurgOnly_NoTrt_OtherBoneTumor_80,0.0,0.0,
AnyRad_ALL_90,0.0,0.0,
AnyRad_AML_90,0.0,0.0,
AnyRad_OtherLeukemia_90,0.0,0.0,
AnyRad_Astrocytoma_90,0.0,0.0,
AnyRad_Medulloblastoma_90,0.0,0.0,
AnyRad_Other CNS_90,0.0,0.0,
AnyRad_HL_90,0.0,0.0,
AnyRad_NHL_90,0.0,0.0,
AnyRad_Kidney_90,0.0,0.0,
AnyRad_NBL_90,0.0,0.0,
AnyRad_STS_90,0.0,0.0,
AnyRad_Ewings_90,0.0,0.0,
AnyRad_Osteosarcoma_90,0.0,0.0,
AnyRad_OtherBoneTumor_90,0.0,0.0,
ChemoOnly_ALL_90,0.0,0.0,
ChemoOnly_AML_90,0.0,0.0,
ChemoOnly_OtherLeukemia_90,0.0,0.0,
ChemoOnly_Astrocytoma_90,0.0,0.0,
ChemoOnly_Medulloblastoma_90,0.0,0.0,
ChemoOnly_Other CNS_90,0.0,0.0,
ChemoOnly_HL_90,0.0,0.0,
ChemoOnly_NHL_90,0.0,0.0,
ChemoOnly_Kidney_90,0.0,0.0,
ChemoOnly_NBL_90,0.0,0.0,
ChemoOnly_STS_90,0.0,0.0,
ChemoOnly_Ewings_90,0.0,0.0,
ChemoOnly_Osteosarcoma_90,0.0,0.0,
ChemoOnly_OtherBoneTumor_90,0.0,0.0,
SurgOnly_NoTrt_ALL_90,0.0,0.0,
SurgOnly_NoTrt_AML_90,0.0,0.0,
SurgOnly_NoTrt_OtherLeukemia_90,0.0,0.0,
SurgOnly_NoTrt_Astrocytoma_90,0.0,0.0,
SurgOnly_NoTrt_Medulloblastoma_90,0.0,0.0,
SurgOnly_NoTrt_Other CNS_90,0.0,0.0,
SurgOnly_NoTrt_HL_90,0.0,0.0,
SurgOnly_NoTrt_NHL_90,0.0,0.0,
SurgOnly_NoTrt_Kidney_90,0.0,0.0,
SurgOnly_NoTrt_NBL_90,0.0,0.0,
SurgOnly_NoTrt_STS_90,0.0,0.0,
SurgOnly_NoTrt_Ewings_90,0.0,0.0,
SurgOnly_NoTrt_Osteosarcoma_90,0.0,0.0,
SurgOnly_NoTrt_OtherBoneTumor_90,0.0,0.0,
AnyRad_brain_70,0.0,0.0,
AnyRad_bone_70,0.0,0.0,
AnyRad_sts_70,0.0,0.0,
AnyRad_solid_70,0.0,0.0,
AnyRad_leuk_70,0.0,0.0,
AnyRad_lymp_70,0.0,0.0,
ChemoOnly_brain_70,0.0,0.0,
ChemoOnly_bone_70,0.0,0.0,
ChemoOnly_sts_70,0.0,0.0,
ChemoOnly_solid_70,0.0,0.0,
ChemoOnly_leuk_70,0.0,0.0,
ChemoOnly_lymp_70,0.0,0.0,
SurgOnly_NoTrt_brain_70,0.0,0.0,
SurgOnly_NoTrt_bone_70,0.0,0.0,
SurgOnly_NoTrt_sts_70,0.0,0.0,
SurgOnly_NoTrt_solid_70,0.0,0.0,
SurgOnly_NoTrt_leuk_70,0.0,0.0,
SurgOnly_NoTrt_lymp_70,0.0,0.0,
AnyRad_brain_80,0.0,0.0,
AnyRad_bone_80,0.0,0.0,
AnyRad_sts_80,0.0,0.0,
AnyRad_solid_80,0.0,0.0,
AnyRad_leuk_80,0.0,0.0,
AnyRad_lymp_80,0.0,0.0,
ChemoOnly_brain_80,0.0,0.0,
ChemoOnly_bone_80,0.0,0.0,
ChemoOnly_sts_80,0.0,0.0,
ChemoOnly_solid_80,0.0,0.0,
ChemoOnly_leuk_80,0.0,0.0,
ChemoOnly_lymp_80,0.0,0.0,
SurgOnly_NoTrt_brain_80,0.0,0.0,
SurgOnly_NoTrt_bone_80,0.0,0.0,
SurgOnly_NoTrt_sts_80,0.0,0.0,
SurgOnly_NoTrt_solid_80,0.0,0.0,
SurgOnly_NoTrt_leuk_80,0.0,0.0,
SurgOnly_NoTrt_lymp_80,0.0,0.0,
AnyRad_brain_90,0.0,0.0,
AnyRad_bone_90,0.0,0.0,
AnyRad_sts_90,0.0,0.0,
AnyRad_solid_90,0.0,0.0,
AnyRad_leuk_90,0.0,0.0,
AnyRad_lymp_90,0.0,0.0,
ChemoOnly_brain_90,0.0,0.0,
ChemoOnly_bone_90,0.0,0.0,
ChemoOnly_sts_90,0.0,0.0,
ChemoOnly_solid_90,0.0,0.0,
ChemoOnly_leuk_90,0.0,0.0,
ChemoOnly_lymp_90,0.0,0.0,
SurgOnly_NoTrt_brain_90,0.0,0.0,
SurgOnly_NoTrt_bone_90,0.0,0.0,
SurgOnly_NoTrt_sts_90,0.0,0.0,
SurgOnly_NoTrt_solid_90,0.0,0.0,
SurgOnly_NoTrt_leuk_90,0.0,0.0,
SurgOnly_NoTrt_lymp_90,0.0,0.0,
NoRad_ALL_70,0.0,0.0,
NoRad_AML_70,0.0,0.0,
NoRad_OtherLeukemia_70,0.0,0.0,
NoRad_Astrocytoma_70,0.0,0.0,
NoRad_Medulloblastoma_70,0.0,0.0,
NoRad_Other CNS_70,0.0,0.0,
NoRad_HL_70,0.0,0.0,
NoRad_NHL_70,0.0,0.0,
NoRad_Kidney_70,0.0,0.0,
NoRad_NBL_70,0.0,0.0,
NoRad_STS_70,0.0,0.0,
NoRad_Ewings_70,0.0,0.0,
NoRad_Osteosarcoma_70,0.0,0.0,
NoRad_OtherBoneTumor_70,0.0,0.0,
Rad_ALL_70,0.0,0.0,
Rad_AML_70,0.0,0.0,
Rad_OtherLeukemia_70,0.0,0.0,
Rad_Astrocytoma_70,0.0,0.0,
Rad_Medulloblastoma_70,0.0,0.0,
Rad_Other CNS_70,0.0,0.0,
Rad_HL_70,0.0,0.0,
Rad_NHL_70,0.0,0.0,
Rad_Kidney_70,0.0,0.0,
Rad_NBL_70,0.0,0.0,
Rad_STS_70,0.0,0.0,
Rad_Ewings_70,0.0,0.0,
Rad_Osteosarcoma_70,0.0,0.0,
Rad_OtherBoneTumor_70,0.0,0.0,
NoRad_ALL_80,0.0,0.0,
NoRad_AML_80,0.0,0.0,
NoRad_OtherLeukemia_80,0.0,0.0,
NoRad_Astrocytoma_80,0.0,0.0,
NoRad_Medulloblastoma_80,0.0,0.0,
NoRad_Other CNS_80,0.0,0.0,
NoRad_HL_80,0.0,0.0,
NoRad_NHL_80,0.0,0.0,
NoRad_Kidney_80,0.0,0.0,
NoRad_NBL_80,0.0,0.0,
NoRad_STS_80,0.0,0.0,
NoRad_Ewings_80,0.0,0.0,
NoRad_Osteosarcoma_80,0.0,0.0,
NoRad_OtherBoneTumor_80,0.0,0.0,
Rad_ALL_80,0.0,0.0,
Rad_AML_80,0.0,0.0,
Rad_OtherLeukemia_80,0.0,0.0,
Rad_Astrocytoma_80,0.0,0.0,
Rad_Medulloblastoma_80,0.0,0.0,
Rad_Other CNS_80,0.0,0.0,
Rad_HL_80,0.0,0.0,
Rad_NHL_80,0.0,0.0,
Rad_Kidney_80,0.0,0.0,
Rad_NBL_80,0.0,0.0,
Rad_STS_80,0.0,0.0,
Rad_Ewings_80,0.0,0.0,
Rad_Osteosarcoma_80,0.0,0.0,
Rad_OtherBoneTumor_80,0.0,0.0,
NoRad_ALL_90,0.0,0.0,
NoRad_AML_90,0.0,0.0,
NoRad_OtherLeukemia_90,0.0,0.0,
NoRad_Astrocytoma_90,0.0,0.0,
NoRad_Medulloblastoma_90,0.0,0.0,
NoRad_Other CNS_90,0.0,0.0,
NoRad_HL_90,0.0,0.0,
NoRad_NHL_90,0.0,0.0,
NoRad_Kidney_90,0.0,0.0,
NoRad_NBL_90,0.0,0.0,
NoRad_STS_90,0.0,0.0,
NoRad_Ewings_90,0.0,0.0,
NoRad_Osteosarcoma_90,0.0,0.0,
NoRad_OtherBoneTumor_90,0.0,0.0,
Rad_ALL_90,0.0,0.0,
Rad_AML_90,0.0,0.0,
Rad_OtherLeukemia_90,0.0,0.0,
Rad_Astrocytoma_90,0.0,0.0,
Rad_Medulloblastoma_90,0.0,0.0,
Rad_Other CNS_90,0.0,0.0,
Rad_HL_90,0.0,0.0,
Rad_NHL_90,0.0,0.0,
Rad_Kidney_90,0.0,0.0,
Rad_NBL_90,0.0,0.0,
Rad_STS_90,0.0,0.0,
Rad_Ewings_90,0.0,0.0,
Rad_Osteosarcoma_90,0.0,0.0,
Rad_OtherBoneTumor_90,0.0,0.0,
NoRad_brain_70,0.0,0.0,
NoRad_bone_70,0.0,0.0,
NoRad_sts_70,0.0,0.0,
NoRad_solid_70,0.0,0.0,
NoRad_leuk_70,0.0,0.0,
NoRad_lymp_70,0.0,0.0,
Rad_brain_70,0.0,0.0,
Rad_bone_70,0.0,0.0,
Rad_sts_70,0.0,0.0,
Rad_solid_70,0.0,0.0,
Rad_leuk_70,0.0,0.0,
Rad_lymp_70,0.0,0.0,
NoRad_brain_80,0.0,0.0,
NoRad_bone_80,0.0,0.0,
NoRad_sts_80,0.0,0.0,
NoRad_solid_80,0.0,0.0,
NoRad_leuk_80,0.0,0.0,
NoRad_lymp_80,0.0,0.0,
Rad_brain_80,0.0,0.0,
Rad_bone_80,0.0,0.0,
Rad_sts_80,0.0,0.0,
Rad_solid_80,0.0,0.0,
Rad_leuk_80,0.0,0.0,
Rad_lymp_80,0.0,0.0,
NoRad_brain_90,0.0,0.0,
NoRad_bone_90,0.0,0.0,
NoRad_sts_90,0.0,0.0,
NoRad_solid_90,0.0,0.0,
NoRad_leuk_90,0.0,0.0,
NoRad_lymp_90,0.0,0.0,
Rad_brain_90,0.0,0.0,
Rad_bone_90,0.0,0.0,
Rad_sts_90,0.0,0.0,
Rad_solid_90,0.0,0.0,
Rad_leuk_90,0.0,0.0,
Rad_lymp_90,0.0,0.0,
NoRad_ALL,0.0,0.0,
NoRad_AML,0.0,0.0,
NoRad_OtherLeukemia,0.0,0.0,
NoRad_Astrocytoma,0.0,0.0,
NoRad_Medulloblastoma,0.0,0.0,
NoRad_Other CNS,0.0,0.0,
NoRad_HL,0.0,0.0,
NoRad_NHL,0.0,0.0,
NoRad_Kidney,0.0,0.0,
NoRad_NBL,0.0,0.0,
NoRad_STS,0.0,0.0,
NoRad_Ewings,0.0,0.0,
NoRad_Osteosarcoma,0.0,0.0,
NoRad_OtherBoneTumor,0.0,0.0,
Rad_ALL,0.0,0.0,
Rad_AML,0.0,0.0,
Rad_OtherLeukemia,0.0,0.0,
Rad_Astrocytoma,0.0,0.0,
Rad_Medulloblastoma,0.0,0.0,
Rad_Other CNS,0.0,0.0,
Rad_HL,0.0,0.0,
Rad_NHL,0.0,0.0,
Rad_Kidney,0.0,0.0,
Rad_NBL,0.0,0.0,
Rad_STS,0.0,0.0,
Rad_Ewings,0.0,0.0,
Rad_Osteosarcoma,0.0,0.0,
Rad_OtherBoneTumor,0.0,0.0,
NoRad_brain,0.0,0.0,
NoRad_bone,0.0,0.0,
NoRad_sts,0.0,0.0,
NoRad_solid,0.0,0.0,
NoRad_leuk,0.0,0.0,
NoRad_lymp,0.0,0.0,
Rad_brain,0.0,0.0,
Rad_bone,0.0,0.0,
Rad_sts,0.0,0.0,
Rad_solid,0.0,0.0,
Rad_leuk,0.0,0.0,
Rad_lymp,0.0,0.0,
ALL grp: 1970s-like,0.0,0.0,
ALL grp: 1980s SR-like,0.0,0.0,
ALL grp: 1980s HR-like,0.0,0.0,
ALL grp: 1990s HR-like,0.0,0.0,
ALL grp: 1990s SR/Essig,0.0,0.0,
ALL grp: Other,0.0,0.0,
ALL grp: Relapse/Transplant,0.0,0.0,
NHS: Level 1,0.0,0.0,
NHS: Level 2,0.0,0.0,
NHS: Level 3,0.0,0.0,
M-HL grp: Salvage,0.0,0.0,
M-HL grp: Extended,0.0,0.0,
M-HL grp: Chest RT>=35 plus chemo,0.0,0.0,
M-HL grp: Chest RT>=35 no chemo,0.0,0.0,
M-HL grp: Chest RT<35 plus chemo,0.0,0.0,
M-HL grp: Chemo without chest RT,0.0,0.0,
M-HL grp: Other,0.0,0.0,
F-HL grp: Salvage,0.0,0.0,
F-HL grp: Extended,0.0,0.0,
F-HL grp: Chest RT>=35 plus chemo,0.0,0.0,
F-HL grp: Chest RT>=35 no chemo,0.0,0.0,
F-HL grp: Chest RT<35 plus chemo,0.0,0.0,
F-HL grp: Chemo without chest RT,0.0,0.0,
F-HL grp: Other,0.0,0.0,
M-HL grp 2: Salvage,0.0,0.0,
M-HL grp 2: Extended,0.0,0.0,
M-HL grp 2: Chest RT>=35,0.0,0.0,
M-HL grp 2: [empty],0.0,0.0,
M-HL grp 2: Chest RT<35 plus chemo,0.0,0.0,
M-HL grp 2: Chemo without chest RT,0.0,0.0,
M-HL grp 2: Other,0.0,0.0,
F-HL grp 2: Salvage,0.0,0.0,
F-HL grp 2: Extended,0.0,0.0,
F-HL grp 2: Chest RT>=35,0.0,0.0,
F-HL grp 2: [empty],0.0,0.0,
F-HL grp 2: Chest RT<35 plus chemo,0.0,0.0,
F-HL grp 2: Chemo without chest RT,0.0,0.0,
F-HL grp 2: Other,0.0,0.0,
M-HL AHOD: Contemporary,0.0,0.0,
M-HL AHOD: High Chest RT,0.0,0.0,
M-HL AHOD: Other,0.0,0.0,
F-HL AHOD: Contemporary,0.0,0.0,
F-HL AHOD: High Chest RT,0.0,0.0,
F-HL AHOD: Other,0.0,0.0,
M-HL AHOD2: Contemporary with RT,0.0,0.0,
M-HL AHOD2: Contemporary without RT,0.0,0.0,
