Group,LE,QALEcond,LEcond,HealthyLY,HealthyLYCond,
CRT20_29,-0.18327168435401409,-0.21313287144423448,-0.21029612089541072,-0.23763291439273182,-0.2786384817619172,
CRT30_49,-0.36890792901705904,-0.42591831525589774,-0.42750550824591416,-0.4189559409159304,-0.49540786216790456,
CRT50+,-0.3850201695290937,-0.45204025777143475,-0.455096116407481,-0.4391608906217541,-0.5314884513643096,
OvaryNone,-0.10931802092531175,-0.13418051237928363,-0.12557384208668879,-0.20883824163323933,-0.24445929380983578,
Ovary<10,-0.2376080411316557,-0.2844164664391127,-0.28195820579591085,-0.3117805244513582,-0.37917389190918405,
Ovary10-19,-0.2668208549264311,-0.3118733730133861,-0.3087118087075498,-0.34681398221825116,-0.40936772418247713,
Ovary20+,-0.30032439565677793,-0.35270927640601807,-0.35787744732129206,-0.32136796189322503,-0.3932789405457904,
AbdPelNone,-0.10679700773974705,-0.13038605433823558,-0.12298633842057816,-0.19659843502130595,-0.23123699231453446,
AbdPel<15,-0.2160324351643459,-0.256618124352882,-0.25403051645911334,-0.2856942858350746,-0.34477639059259846,
AbdPel15_24,-0.2458370781470389,-0.2880265383813548,-0.28489679468385987,-0.3326303379419466,-0.3930275710252691,
AbdPel25_34,-0.2986823215601808,-0.3512502451993942,-0.3540732184634097,-0.3523098491033664,-0.42735563868072945,
AbdPel35+,-0.3575612085584419,-0.4408340786253499,-0.44450177868715074,-0.3975021852144467,-0.510234407328251,
MaxRTNone,-0.1082672857384212,-0.13202159790488502,-0.1246599889327009,-0.1979356939216334,-0.23277583096462914,
MaxRT<20,-0.1480386528186956,-0.17682387613061742,-0.16994204174487565,-0.2373101154072172,-0.2784638710512096,
MaxRT20_29,-0.18030599378628417,-0.21514967794695616,-0.21109104679874274,-0.25235953635309405,-0.3024743520057076,
MaxRT30+,-0.3356669818643696,-0.4054806455706369,-0.4075822968906804,-0.3855516471776647,-0.48211236554087633,
ALL_70,-0.1705679226117929,-0.19521961986580533,-0.1941880240394609,-0.1998740983582563,-0.23241301823858038,
AML_70,-0.2704515245961533,-0.3278029383175821,-0.3236075949427091,-0.3510117054085554,-0.43041762276309514,
OtherLeukemia_70,-0.36254794244247635,-0.4279538884931894,-0.4301688704437117,-0.3725046725882311,-0.44817149946155826,
Astrocytoma_70,-0.3554625788580282,-0.4129585150412778,-0.4196703689982062,-0.37695931378191205,-0.45659910624994443,
Medulloblastoma_70,-0.48967831035671466,-0.5714872053457957,-0.5765291020524866,-0.5223586587916947,-0.6227721757707735,
Other CNS_70,-0.3264326317160356,-0.38825230297211705,-0.4017715697610271,-0.31282090940760165,-0.39512065537568447,
HL_70,-0.31244759274327044,-0.40261283705078393,-0.4053831680110506,-0.3462566975105479,-0.4710850940066273,
NHL_70,-0.20259583962147196,-0.2474192783616881,-0.2481378680269459,-0.2529137855378919,-0.31934362151436546,
Kidney_70,-0.20486954287045536,-0.22486905434246057,-0.22670301071458135,-0.26754017402938984,-0.29870723550951855,
NBL_70,-0.21010004486291897,-0.223709923920463,-0.22649884205057233,-0.2520841716714726,-0.27452877836494977,
STS_70,-0.22624252365955622,-0.27009228428070176,-0.27014937110252535,-0.28692544431992645,-0.3517700015420998,
Ewings_70,-0.30405530144709414,-0.3803246097611504,-0.37956124405044195,-0.370463126739901,-0.4763876076928402,
Osteosarcoma_70,-0.1738556143594714,-0.2333021100294837,-0.2253358686011654,-0.2646604949729666,-0.3557301635462834,
OtherBoneTumor_70,-0.24071322894398597,-0.3062953330425,-0.30855990558427054,-0.25516437510471407,-0.34442786584390894,
ALL_80,-0.08909661489557508,-0.10821235967764026,-0.10074091899371773,-0.16560767639967797,-0.19116678724284944,
AML_80,-0.21727289502394243,-0.26022575288368016,-0.2540830152416337,-0.3459498128548882,-0.41349804107705007,
OtherLeukemia_80,-0.3698707022220351,-0.4435043900087029,-0.4468682211328166,-0.39301046966780373,-0.4856404111211321,
Astrocytoma_80,-0.27442386644320277,-0.3187687625245497,-0.3197644366840719,-0.33597237042395467,-0.40114212744481653,
Medulloblastoma_80,-0.4031206823414096,-0.4687166340101478,-0.4718690934986992,-0.4596605222529892,-0.5465679243862713,
Other CNS_80,-0.37831696384555386,-0.43396762819487034,-0.448176315951547,-0.3602139367956747,-0.437317378773129,
HL_80,-0.21249618924810001,-0.2783073150984356,-0.27486907638700553,-0.292609682257699,-0.3951919259487541,
NHL_80,-0.13667229350831986,-0.16975318797775518,-0.16607730706390036,-0.20522706961512407,-0.25784512316659186,
Kidney_80,-0.1742034317507083,-0.19599054388557025,-0.19258349333411115,-0.28193736209453935,-0.31462919467829537,
NBL_80,-0.22365849380550631,-0.23831689411738416,-0.2401234438755535,-0.2921415385182249,-0.31642935013300727,
STS_80,-0.23556410626608046,-0.27860343401141835,-0.27864290084722143,-0.30205947117879245,-0.3668564944942773,
Ewings_80,-0.24356071656020373,-0.31039410847833443,-0.30474488939781286,-0.33675438446729494,-0.43780982246342626,
Osteosarcoma_80,-0.14297928062855525,-0.19555877601962804,-0.1849154082776672,-0.23847169838655025,-0.3218539384997582,
OtherBoneTumor_80,-0.1125299758043068,-0.15637851552410487,-0.14623485392547034,-0.23065725128858922,-0.31024854792667156,
ALL_90,-0.053287434562798275,-0.07323220141784235,-0.06033990031474442,-0.16656746515864546,-0.19241943886638138,
AML_90,-0.23886666700296844,-0.2800188196538943,-0.27701865393903413,-0.35466299204391377,-0.41962546872025475,
OtherLeukemia_90,-0.252041725468003,-0.3055740075480136,-0.3092836634823321,-0.2884726173019468,-0.36133281907112036,
Astrocytoma_90,-0.17177563875022017,-0.20537135817422464,-0.20112639854062273,-0.24986939347288364,-0.3003703890043027,
Medulloblastoma_90,-0.3668347198716568,-0.42711436190810587,-0.43073519563057494,-0.4407103821702587,-0.526527807086624,
Other CNS_90,-0.3715313876488341,-0.4211264507445298,-0.4335317060670033,-0.3581771186795405,-0.42747838149758927,
HL_90,-0.13604675727464555,-0.18322826916867405,-0.17480134427932553,-0.23683958198519675,-0.31714548237223095,
NHL_90,-0.0876557773641892,-0.1115550317559583,-0.10643411238449324,-0.1602785898848629,-0.20118744767107472,
Kidney_90,-0.18146916296815577,-0.20602335333934282,-0.20055704647801562,-0.30336336584647927,-0.3385243983959953,
NBL_90,-0.25613616068406486,-0.2744254651275542,-0.27703317106675157,-0.32041457469934304,-0.3499048556351238,
STS_90,-0.2659007370302717,-0.3060813893426305,-0.3066754237031512,-0.3278443128459588,-0.3858951118914002,
Ewings_90,-0.24244555590323708,-0.30777133374018606,-0.3005533579551194,-0.3393285961691635,-0.4373752705180294,
Osteosarcoma_90,-0.19622569775033086,-0.26042405873769037,-0.24986032245942397,-0.2955214131705249,-0.3911050114503657,
OtherBoneTumor_90,-0.18354952006306158,-0.23991553744612046,-0.22313494606413928,-0.3397079058269016,-0.4318370216836624,
brain_70,-0.3758213871306882,-0.4386730999098773,-0.44588039379260186,-0.39589892057424747,-0.4807183802460973,
bone_70,-0.22172753035499831,-0.28763106521567233,-0.28349529506791127,-0.30103332596605725,-0.398425219915695,
sts_70,-0.22624252365955622,-0.27009228428070176,-0.27014937110252535,-0.28692544431992645,-0.3517700015420998,
solid_70,-0.20729139787782117,-0.22432620755287705,-0.22660714874685597,-0.26054260244175215,-0.28761130655522027,
leuk_70,-0.1836777230152841,-0.2113835999292743,-0.21006006946844094,-0.21616135214726367,-0.25251633228020726,
lymp_70,-0.28016389671413194,-0.35475255727768573,-0.35726884459464164,-0.3184435075990231,-0.42346668743613897,
brain_80,-0.3195181062018591,-0.36988571240665136,-0.3736456843005176,-0.36853613596198864,-0.44073433426098535,
bone_80,-0.17876481981934206,-0.23663709482600784,-0.2284168237711656,-0.2740677995895564,-0.3647694913543522,
sts_80,-0.23556410626608046,-0.27860343401141835,-0.27864290084722143,-0.30205947117879245,-0.3668564944942773,
solid_80,-0.19586073037958596,-0.2148211059586261,-0.2137452758648669,-0.2863362610512496,-0.31541842415846694,
leuk_80,-0.10698538135432863,-0.12869500962087252,-0.12150170999210406,-0.18685239836276543,-0.21670176799014954,
lymp_80,-0.18015150589975926,-0.22995576761517258,-0.22679064616210878,-0.25549520191461006,-0.3344177348140689,
brain_90,-0.2558854865823555,-0.29835926905545046,-0.2996343390954038,-0.318129838925033,-0.38132916627830643,
bone_90,-0.21200708831271134,-0.27606408852207837,-0.26646042701737555,-0.3141574923702237,-0.41070447540081295,
sts_90,-0.2659007370302717,-0.3060813893426305,-0.3066754237031512,-0.3278443128459588,-0.3858951118914002,
solid_90,-0.2193891703052299,-0.2411869060980228,-0.2398083228708315,-0.31192255740656155,-0.3442985473692915,
leuk_90,-0.07251711821039851,-0.09419066768390308,-0.0824197578286001,-0.18457077630949556,-0.21404111156949177,
lymp_90,-0.11408665118512715,-0.14928040249814795,-0.14281547532152403,-0.20226739830844043,-0.2629211335978823,
SurgOnly_NoTrt,-0.14253174885677625,-0.16860855218609133,-0.16550334114167375,-0.20176150736850895,-0.23942704149547206,
ChemoOnly,-0.09517953720643739,-0.11776498860177058,-0.10938746771752406,-0.19154633153984452,-0.22481161010815312,
RadOnly,-0.3191931523735214,-0.38688114257181755,-0.39129326871465553,-0.35822528010784566,-0.45307336603183673,
ChemoRad,-0.2347260297427511,-0.27862327324269165,-0.2762864181672852,-0.30587369494254624,-0.36909501962461777,
NoChemoRT,-0.14253174885677625,-0.16860855218609133,-0.16550334114167375,-0.20176150736850895,-0.23942704149547206,
AnyChemoRT,-0.17846914583638784,-0.21167069651991546,-0.20846680268664247,-0.2584373806530755,-0.30908314704488854,
NoChemo,-0.22657153679855407,-0.2679733677007235,-0.269864711270942,-0.2760996277602819,-0.3375444446840934,
AnyChemo,-0.16592690251032974,-0.1971268213982273,-0.19300536549014893,-0.24952149919149794,-0.2969765715812173,
NoRad,-0.10304647302713195,-0.12609956052688914,-0.11863060787093982,-0.19325070091073604,-0.22722782221539045,
AnyRad,-0.24735507168248022,-0.2942143471575465,-0.29289565648622456,-0.31371602176989627,-0.38118050508268864,
SurgOnly_NoTrt_70,-0.16396371503918178,-0.19933859708051968,-0.19586808861610117,-0.22116859219507737,-0.27102423556298916,
ChemoOnly_70,-0.16564035361752297,-0.19915565229295662,-0.19583369464181086,-0.22807565680240052,-0.2761631196782221,
RadOnly_70,-0.32680496469978965,-0.3991005017433948,-0.40628493806208393,-0.3414628006038664,-0.43912472889432075,
ChemoRad_70,-0.2487880607997932,-0.2913106238340027,-0.2925813654072591,-0.2911932441836696,-0.3509009957137775,
SurgOnly_NoTrt_80,-0.14589578185093358,-0.17154721732530925,-0.16894078511067603,-0.2046153933466571,-0.24193382591318094,
ChemoOnly_80,-0.10069553197198623,-0.12223567260127292,-0.1156653647863764,-0.18663581128957202,-0.21901719112949325,
RadOnly_80,-0.30551423675458744,-0.36868375885309446,-0.3719369876733305,-0.356797599096858,-0.4474637340483231,
ChemoRad_80,-0.22101367459564805,-0.26278363212605144,-0.2593658973394136,-0.29813471545805115,-0.3586329903067037,
SurgOnly_NoTrt_90,-0.13330999825978818,-0.15693638186059589,-0.1536385573316686,-0.19348261592542682,-0.2277243153805317,
ChemoOnly_90,-0.08190785285270097,-0.10389666028001003,-0.09377505990038276,-0.18868424497774938,-0.22046312998774237,
RadOnly_90,-0.33234206671385247,-0.40026968396674145,-0.40133362975088493,-0.3977383336026054,-0.49445502242726014,
ChemoRad_90,-0.23742835828958828,-0.2849057072741903,-0.2806015457635837,-0.32707828511168974,-0.3965045057623556,
NoChemoRT_70,-0.16396371503918178,-0.19933859708051968,-0.19586808861610117,-0.22116859219507737,-0.27102423556298916,
AnyChemoRT_70,-0.24534681410500622,-0.2895899702652983,-0.29132002365878695,-0.28708903676475533,-0.3497575154264753,
NoChemoRT_80,-0.14589578185093358,-0.17154721732530925,-0.16894078511067603,-0.2046153933466571,-0.24193382591318094,
AnyChemoRT_80,-0.17984062384442612,-0.2128494682555021,-0.20991297324787342,-0.2581867494410253,-0.3086286946854036,
NoChemoRT_90,-0.13330999825978818,-0.15693638186059589,-0.1536385573316686,-0.19348261592542682,-0.2277243153805317,
AnyChemoRT_90,-0.14571801270691823,-0.17518279963983355,-0.16900771077053148,-0.24502205489972845,-0.2906230961620239,
NoChemo_70,-0.27560756421414956,-0.3335102168011627,-0.33830700962962423,-0.3034694125847026,-0.38426390941254046,
AnyChemo_70,-0.23002002546144604,-0.27020513093927695,-0.27083313461124214,-0.27687405946328836,-0.33400837631345753,
NoChemo_80,-0.23123884466074657,-0.2730333997425876,-0.2749438166578808,-0.2858556382609107,-0.3486355246846754,
AnyChemo_80,-0.1665055285546103,-0.1973346255065859,-0.1935014441456814,-0.24765941248553502,-0.2945716785645399,
NoChemo_90,-0.18305055043295337,-0.21413452434833566,-0.2133975113123662,-0.24448061740263105,-0.29162451296089914,
AnyChemo_90,-0.1390360883837181,-0.1676814640033704,-0.16102978427577022,-0.23955021701593665,-0.28366641488885086,
NoRad_70,-0.1651766822653415,-0.19920582061267222,-0.1958431351821095,-0.22616544818626866,-0.27475418941842017,
AnyRad_70,-0.26404029286481384,-0.31143765663838313,-0.3138336713244254,-0.30102043418148217,-0.36726339162145344,
NoRad_80,-0.10834918893620256,-0.13050573145099648,-0.12462616593051785,-0.18970607242370605,-0.22290611121185808,
AnyRad_80,-0.23474296982350268,-0.2794165024013184,-0.27710053725331646,-0.3077097544741287,-0.3726335438602281,
NoRad_90,-0.08937119517291683,-0.11150475681088833,-0.10241786798677704,-0.18938232031469474,-0.22151293393778712,
AnyRad_90,-0.24585796054168418,-0.2948734445343171,-0.29111538882510335,-0.3333547232809919,-0.40500752559775066,
noRecur,-0.12497792828525613,-0.14680812966352524,-0.14383114210797598,-0.20914342083176565,-0.24754096818840055,
recur,NaN,NaN,NaN,NaN,NaN,
noRecur_70,-0.1728478450137285,-0.199318709032602,-0.2011912095258489,-0.22227100324708568,-0.2660896513489034,
recur_70,NaN,NaN,NaN,NaN,NaN,
noRecur_80,-0.12441359174371643,-0.1468653756542185,-0.14414528774899357,-0.2072293775041753,-0.2463572770623206,
recur_80,NaN,NaN,NaN,NaN,NaN,
noRecur_90,-0.10529437764826102,-0.1263160707202701,-0.12060097727909033,-0.20505623469810597,-0.24135456021785948,
recur_90,NaN,NaN,NaN,NaN,NaN,
Age0-4_70,-0.23257620283387104,-0.24966436709933423,-0.25235214718343446,-0.274027557617115,-0.3005422496047521,
Age5-9_70,-0.23758328443659524,-0.276639637244751,-0.27626466362878976,-0.2952985102106677,-0.3510183516981904,
Age10-14_70,-0.23304675382545087,-0.29320354639333973,-0.2933416668684417,-0.27758834814767075,-0.36271670742223167,
Age15-20_70,-0.26239054134126344,-0.3582769706378934,-0.3595600130083652,-0.28889707517119645,-0.418482982829956,
Age0-4_80,-0.18005516686082004,-0.19647939773153028,-0.19527381987891726,-0.2536481546850385,-0.2782942106018415,
Age5-9_80,-0.15874536015421453,-0.1887801064032972,-0.18358663730274358,-0.251314011346682,-0.2973923850925639,
Age10-14_80,-0.177335668280379,-0.22822892843333892,-0.2229882138357383,-0.25797342633765924,-0.3360588034434322,
Age15-20_80,-0.1956928011969217,-0.2695745913976597,-0.2662538208044404,-0.25420977420765256,-0.3656381049233592,
Age0-4_90,-0.14832430884839967,-0.16531832951185488,-0.16095919192715566,-0.24043812471899528,-0.26390126136326986,
Age5-9_90,-0.13451400440177158,-0.16430675114803187,-0.1557835901439675,-0.24589098985984775,-0.29133154535968986,
Age10-14_90,-0.14624618125434874,-0.1904643390857305,-0.1836494094451082,-0.23672683674737885,-0.3087115059143779,
Age15-20_90,-0.14896169595575703,-0.20815856850731976,-0.20166978368545743,-0.23220588451775342,-0.3310535658207763,
Male_70,-0.24553582674499888,-0.29018835746493893,-0.29226069784971226,-0.2845071898737435,-0.3480217349991398,
Female_70,-0.23329654259726784,-0.27533979020513305,-0.27647650878104874,-0.2804457897374324,-0.3403887032544181,
Male_80,-0.17737078956972133,-0.2096829823047448,-0.20743823644880668,-0.24952681559107812,-0.29931665839224786,
Female_80,-0.1770481507581399,-0.20950027491079365,-0.20588165699724262,-0.25940046113296006,-0.3082226325170596,
Male_90,-0.14944786488643744,-0.17738285602512624,-0.17339362905989533,-0.23397191561767205,-0.2781121552661771,
Female_90,-0.1383655697215662,-0.16829968626072198,-0.16019323315752315,-0.24783370083257622,-0.2927040578073353,
HL grp: Salvage,-0.4182497671749067,-0.552926472502311,-0.5479083418483014,-0.4813994497583889,-0.6610275608190146,
HL grp: Extended,-0.3086607502005302,-0.40668120038297795,-0.41143457708543657,-0.3392904517714552,-0.4775614124631822,
HL grp: Chest RT>=35 plus chemo,-0.2843418293096673,-0.37160127519134867,-0.37346354798201314,-0.340147826616149,-0.4690723841704506,
HL grp: Chest RT>=35 no chemo,-0.3050471005721792,-0.39048034538589665,-0.39635266115291745,-0.33292498861628433,-0.4542061399638345,
HL grp: Chest RT<35 plus chemo,-0.1287613923189445,-0.17462804243027885,-0.16441390762673053,-0.24057347106974036,-0.31947396300174496,
HL grp: Chemo without chest RT,-0.09375240743559789,-0.12753280040164447,-0.11783751604341129,-0.19131620610385003,-0.2491603731711688,
HL grp: Other,-0.10159654852358546,-0.13255932628736647,-0.12718757612140574,-0.17940174437050985,-0.23303206279125707,
HL AHOD: Contemporary,-0.09034363081126962,-0.12388787873895389,-0.11554131280881101,-0.1884255548652705,-0.2504834146204027,
HL AHOD: High Chest RT,-0.33225136169036007,-0.4353188138580483,-0.4389008787870238,-0.3671725599778739,-0.510462654661921,
HL AHOD: Other,-0.1365386822403342,-0.18182946731442873,-0.17292441251251162,-0.23889154918244807,-0.31444459659011265,
HL grp 2: Salvage,-0.4182497671749067,-0.552926472502311,-0.5479083418483014,-0.4813994497583889,-0.6610275608190146,
HL grp 2: Extended,-0.3086607502005302,-0.40668120038297795,-0.41143457708543657,-0.3392904517714552,-0.4775614124631822,
HL grp 2: Chest RT>=35,-0.2933445564980937,-0.379896888002807,-0.3834766382786452,-0.33701860412922297,-0.4625924898072405,
HL grp 2: [empty],NaN,NaN,NaN,NaN,NaN,
HL grp 2: Chest RT<35 plus chemo,-0.1287613923189445,-0.17462804243027885,-0.16441390762673053,-0.24057347106974036,-0.31947396300174496,
HL grp 2: Chemo without chest RT,-0.09375240743559789,-0.12753280040164447,-0.11783751604341129,-0.19131620610385003,-0.2491603731711688,
HL grp 2: Other,-0.10159654852358546,-0.13255932628736647,-0.12718757612140574,-0.17940174437050985,-0.23303206279125707,
HL AHOD2: Contemporary with RT,-0.10037296710698534,-0.13811187754292434,-0.12907523909567684,-0.2000803312967369,-0.26833243273019414,
HL AHOD2: Contemporary without RT,-0.06814945711160209,-0.09381200706310057,-0.08611272865795234,-0.163191685261258,-0.21289213883052122,
HL AHOD2: High Chest RT,-0.33225136169036007,-0.4353188138580483,-0.4389008787870238,-0.3671725599778739,-0.510462654661921,
HL AHOD2: Other,-0.1365386822403342,-0.18182946731442873,-0.17292441251251162,-0.23889154918244807,-0.31444459659011265,
AnyRad_ALL,-0.14689092001339923,-0.17445764252868928,-0.16831942784792453,-0.21232594883219222,-0.24894371048456604,
AnyRad_AML,-0.3058911773957719,-0.3630013516799237,-0.3592007567711975,-0.4036917634962688,-0.4858568506569091,
AnyRad_OtherLeukemia,-0.37221995267087615,-0.45019254905940675,-0.4519568966281404,-0.4034003175417123,-0.5006556221924773,
AnyRad_Astrocytoma,-0.37058551363784686,-0.43402621600726987,-0.4358474175583248,-0.4314021138598793,-0.5210838853796751,
AnyRad_Medulloblastoma,-0.408074557727523,-0.4773321182275346,-0.48048075268030394,-0.47037032815068813,-0.5631413009083032,
AnyRad_Other CNS,-0.4124385780696195,-0.4767174018471646,-0.48834213976772173,-0.39713282639286074,-0.48183525226538987,
AnyRad_HL,-0.24127376376374907,-0.3150937546530113,-0.3126333545512934,-0.3083523803426282,-0.41791312650976814,
AnyRad_NHL,-0.1999140060094397,-0.24811457284364274,-0.2450309869154792,-0.2701417345114731,-0.34254842329493196,
AnyRad_Kidney,-0.21518990870063195,-0.24405911520871962,-0.24016284684361142,-0.3282421464343257,-0.36999841879763584,
AnyRad_NBL,-0.31590426925599485,-0.3406827357318609,-0.34428849226270813,-0.3565440992177393,-0.3929120837492634,
AnyRad_STS,-0.27619507055453585,-0.3237816109499636,-0.3239752764370509,-0.33479732378199245,-0.4021599232055697,
AnyRad_Ewings,-0.32132193700490147,-0.40500565261340044,-0.40190525237091496,-0.3804270110838695,-0.49456131791645713,
AnyRad_Osteosarcoma,-0.2129912497220026,-0.28289873771729884,-0.27491618631287296,-0.30498402180165024,-0.4094703476622303,
AnyRad_OtherBoneTumor,-0.2334458409654945,-0.2980560557920963,-0.28463489017510496,-0.3653133223528402,-0.4656571243269393,
ChemoOnly_ALL,-0.039818678896573714,-0.056981058412606894,-0.04474850871912985,-0.14329969479443058,-0.1640901256664694,
ChemoOnly_AML,-0.1982279286705262,-0.23689310796260601,-0.23082118937205925,-0.32535162132069606,-0.3863251045977641,
ChemoOnly_OtherLeukemia,-0.22781953183491657,-0.2755480378939106,-0.27698419605551183,-0.25466520996515346,-0.31491216706965475,
ChemoOnly_Astrocytoma,-0.1604932312981717,-0.18596944375687996,-0.18071608495035604,-0.23044850236728082,-0.2646288324556214,
