Group,Outcome,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7,prop_8,prop_9,prop_10,prop_11,prop_12,prop_13,prop_14,prop_15,prop_16,prop_17,prop_18,prop_19,prop_20,prop_21,prop_22,prop_23,prop_24,prop_25,prop_26,prop_27,prop_28,prop_29,prop_30,prop_31,prop_32,prop_33,prop_34,prop_35,prop_36,prop_37,prop_38,prop_39,prop_40,prop_41,prop_42,prop_43,prop_44,prop_45,prop_46,prop_47,prop_48,prop_49,prop_50,prop_51,prop_52,prop_53,prop_54,prop_55,prop_56,prop_57,prop_58,prop_59,prop_60,prop_61,prop_62,prop_63,prop_64,prop_65,prop_66,prop_67,prop_68,prop_69,prop_70,prop_71,prop_72,prop_73,prop_74,prop_75,prop_76,prop_77,prop_78,prop_79,prop_80,prop_81,prop_82,prop_83,prop_84,prop_85,prop_86,prop_87,prop_88,prop_89,prop_90,prop_91,prop_92,prop_93,prop_94,prop_95,prop_96,prop_97,prop_98,prop_99,
1990s,AnyCHC,0.0,25.0,33.0,39.0,42.0,44.0,46.0,48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,55.0,56.0,56.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,83.0,84.0,84.0,84.0,85.0,86.0,87.0,88.0,89.0,91.0,
1990s,Death,0.0,25.0,34.0,41.0,46.0,49.0,52.0,54.0,56.0,58.0,59.0,61.0,62.0,63.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,90.0,91.0,91.0,92.0,93.0,94.0,96.0,97.0,97.0,
Age0-4,AnyCHC,0.0,22.0,32.0,38.0,41.0,44.0,46.0,47.0,49.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,60.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,88.0,89.0,91.0,
Age0-4,Death,0.0,23.0,33.0,40.0,45.0,49.0,51.0,54.0,56.0,57.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,90.0,91.0,91.0,92.0,93.0,95.0,96.0,97.0,
Age5-9,AnyCHC,0.0,22.0,31.0,37.0,41.0,43.0,45.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,86.0,87.0,88.0,89.0,91.0,
Age5-9,Death,0.0,22.0,31.0,39.0,44.0,48.0,51.0,53.0,55.0,57.0,58.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,67.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,94.0,96.0,97.0,97.0,
Age10-14,AnyCHC,0.0,25.0,33.0,38.0,42.0,44.0,46.0,47.0,48.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,88.0,89.0,91.0,
Age10-14,Death,0.0,25.0,33.0,40.0,45.0,48.0,51.0,53.0,55.0,57.0,58.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,71.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,98.0,
Age15-20,AnyCHC,0.0,28.0,35.0,39.0,42.0,44.0,46.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,88.0,89.0,91.0,
Age15-20,Death,0.0,28.0,35.0,41.0,45.0,49.0,51.0,53.0,55.0,57.0,58.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,71.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,91.0,92.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,98.0,
brain,AnyCHC,0.0,23.0,32.0,38.0,41.0,44.0,46.0,47.0,49.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,88.0,89.0,91.0,
brain,Death,0.0,24.0,33.0,39.0,44.0,48.0,51.0,53.0,55.0,56.0,57.0,59.0,60.0,61.0,61.0,62.0,63.0,64.0,64.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,89.0,89.0,90.0,91.0,92.0,93.0,95.0,97.0,
bone,AnyCHC,0.0,25.0,32.0,38.0,41.0,43.0,45.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,86.0,87.0,88.0,89.0,91.0,
bone,Death,0.0,25.0,32.0,39.0,43.0,47.0,50.0,52.0,54.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,97.0,
sts,AnyCHC,0.0,22.0,29.0,36.0,40.0,43.0,45.0,46.0,48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,86.0,87.0,88.0,89.0,91.0,
sts,Death,0.0,22.0,30.0,37.0,42.0,46.0,49.0,52.0,54.0,56.0,57.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,92.0,93.0,94.0,95.0,97.0,
solid,AnyCHC,0.0,22.0,32.0,38.0,41.0,44.0,46.0,47.0,48.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,88.0,89.0,91.0,
solid,Death,0.0,22.0,32.0,40.0,45.0,48.0,51.0,53.0,55.0,57.0,58.0,60.0,61.0,62.0,63.0,63.0,64.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,95.0,96.0,97.0,
leuk,AnyCHC,0.0,23.0,32.0,38.0,41.0,44.0,46.0,47.0,48.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,88.0,89.0,91.0,
leuk,Death,0.0,23.0,33.0,40.0,45.0,48.0,51.0,54.0,55.0,57.0,59.0,60.0,61.0,62.0,63.0,64.0,64.0,65.0,66.0,66.0,67.0,67.0,68.0,69.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,88.0,88.0,89.0,89.0,90.0,91.0,92.0,93.0,95.0,
lymp,AnyCHC,0.0,25.0,33.0,38.0,41.0,44.0,46.0,47.0,49.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,55.0,56.0,57.0,57.0,58.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,88.0,89.0,91.0,
