Group,n,wt,
SurgOnly_NoTrt_80,704.0,1016.4756958989992,
ChemoOnly_80,3027.0,5023.167071636984,
RadOnly_80,807.0,1176.1209221860013,
ChemoRad_80,3949.0,6105.368846864956,
SurgOnly_NoTrt_90,1097.0,1628.417949197,
ChemoOnly_90,4051.0,9610.063199651006,
RadOnly_90,370.0,538.116406822,
ChemoRad_90,3178.0,5617.105569332966,
NoChemoRT_70,359.0,540.863322021,
AnyChemoRT_70,4990.0,7532.5858042059745,
NoChemoRT_80,704.0,1016.4756958989992,
AnyChemoRT_80,7796.0,12327.896656569972,
NoChemoRT_90,1097.0,1628.417949197,
AnyChemoRT_90,7612.0,15798.23690103998,
NoChemo_70,1141.0,1737.3303287870026,
AnyChemo_70,4206.0,6331.702342719973,
NoChemo_80,1515.0,2198.3194794520077,
AnyChemo_80,6984.0,11143.787911124084,
NoChemo_90,1471.0,2173.1780488300037,
AnyChemo_90,7239.0,15254.510991563964,
NoRad_70,1322.0,1996.2762493339949,
AnyRad_70,4025.0,6072.830305633997,
NoRad_80,3735.0,6045.658360898965,
AnyRad_80,4760.0,7289.141597769963,
NoRad_90,5152.0,11244.465650770957,
AnyRad_90,3552.0,6160.336212096949,
noRecur,19337.0,33360.2805505466,
recur,3091.0,5231.534822813979,
noRecur_70,4405.0,6567.40991295399,
recur_70,857.0,1374.062089935,
noRecur_80,7240.0,11291.68519801409,
recur_80,1173.0,1890.6770103370018,
noRecur_90,7609.0,15337.411505708991,
recur_90,1006.0,1861.6361054519978,
Age0-4_70,1942.0,2914.9658470119857,
Age5-9_70,1208.0,1845.2724857869969,
Age10-14_70,1135.0,1704.4702548979965,
Age15-20_70,1073.0,1622.3112949859994,
Age0-4_80,3602.0,5902.546215461957,
Age5-9_80,1817.0,2954.4297868820113,
Age10-14_80,1692.0,2477.6514507170095,
Age15-20_80,1398.0,2022.8152205570004,
Age0-4_90,3394.0,7873.713647408998,
Age5-9_90,1991.0,4394.315527275037,
Age10-14_90,1954.0,3121.6561619220047,
Age15-20_90,1379.0,2050.5374623660005,
Male_70,2760.0,4374.818377430029,
Female_70,2598.0,3712.2015052529987,
Male_80,4536.0,7387.093558480008,
Female_80,3973.0,5970.349115137913,
Male_90,4637.0,9759.405764824938,
Female_90,4081.0,7680.817034146964,
HL grp: Salvage,288.0,454.4723243070003,
HL grp: Extended,569.0,848.546717522,
HL grp: Chest RT>=35 plus chemo,273.0,401.457840778,
HL grp: Chest RT>=35 no chemo,207.0,298.781643902,
HL grp: Chest RT<35 plus chemo,766.0,1075.579908652002,
HL grp: Chemo without chest RT,245.0,368.47496196699984,
HL grp: Other,357.0,527.4183232669998,
HL AHOD: Contemporary,254.0,362.7678437519999,
HL AHOD: High Chest RT,1238.0,1848.1201066240026,
HL AHOD: Other,1242.0,1807.6043106149966,
HL grp 2: Salvage,288.0,454.4723243070003,
HL grp 2: Extended,569.0,848.546717522,
HL grp 2: Chest RT>=35,488.0,711.755759659,
HL grp 2: [empty],0.0,0.0,
HL grp 2: Chest RT<35 plus chemo,766.0,1075.579908652002,
HL grp 2: Chemo without chest RT,245.0,368.47496196699984,
HL grp 2: Other,357.0,527.4183232669998,
HL AHOD2: Contemporary with RT,175.0,245.57616940099987,
HL AHOD2: Contemporary without RT,78.0,116.228368305,
HL AHOD2: High Chest RT,1238.0,1848.1201066240026,
HL AHOD2: Other,1242.0,1807.6043106149966,
AnyRad_ALL,3093.0,5764.51479786497,
AnyRad_AML,294.0,416.3752928050002,
AnyRad_OtherLeukemia,169.0,256.457826594,
AnyRad_Astrocytoma,1059.0,1629.7228553810032,
AnyRad_Medulloblastoma,859.0,1327.8221321029994,
AnyRad_Other CNS,397.0,594.2416778200005,
AnyRad_HL,2385.0,3495.109170968979,
AnyRad_NHL,781.0,1142.613714458,
AnyRad_Kidney,1089.0,1569.3364923469962,
AnyRad_NBL,608.0,909.6436827759991,
AnyRad_STS,1004.0,1503.9204421809964,
AnyRad_Ewings,448.0,674.7106927639992,
AnyRad_Osteosarcoma,93.0,147.80624678600003,
AnyRad_OtherBoneTumor,38.0,59.942556973,
ChemoOnly_ALL,2676.0,8219.500578648009,
ChemoOnly_AML,555.0,795.5807607040007,
ChemoOnly_OtherLeukemia,119.0,179.27361461900003,
ChemoOnly_Astrocytoma,258.0,394.37869550199997,
ChemoOnly_Medulloblastoma,54.0,84.67580898099999,
ChemoOnly_Other CNS,47.0,69.86107812500002,
ChemoOnly_HL,356.0,533.5119557039991,
ChemoOnly_NHL,1057.0,1534.0085142499984,
ChemoOnly_Kidney,855.0,1234.7346346239992,
ChemoOnly_NBL,553.0,795.7148483719985,
ChemoOnly_STS,335.0,503.8408144079994,
ChemoOnly_Ewings,205.0,309.15396769299997,
ChemoOnly_Osteosarcoma,928.0,1367.3543094409954,
ChemoOnly_OtherBoneTumor,23.0,33.529076022999995,
SurgOnly_NoTrt_ALL,3.0,7.668409541,
SurgOnly_NoTrt_AML,6.0,9.657704994,
SurgOnly_NoTrt_OtherLeukemia,5.0,7.618422891000001,
SurgOnly_NoTrt_Astrocytoma,1044.0,1545.2273805940029,
SurgOnly_NoTrt_Medulloblastoma,8.0,12.221711819,
SurgOnly_NoTrt_Other CNS,215.0,316.98724086300035,
SurgOnly_NoTrt_HL,3.0,6.436989399,
SurgOnly_NoTrt_NHL,16.0,23.163759395,
SurgOnly_NoTrt_Kidney,34.0,49.795923519000006,
SurgOnly_NoTrt_NBL,543.0,792.7333865479983,
SurgOnly_NoTrt_STS,166.0,242.82691830199997,
SurgOnly_NoTrt_Ewings,2.0,3.449251338,
SurgOnly_NoTrt_Osteosarcoma,84.0,120.64906491500001,
SurgOnly_NoTrt_OtherBoneTumor,30.0,44.015639474,
AnyRad_brain,2319.0,3558.847631541012,
AnyRad_bone,579.0,882.498766782999,
AnyRad_sts,1004.0,1503.9204421809964,
AnyRad_solid,1699.0,2482.163315584008,
AnyRad_leuk,3560.0,6443.000110947016,
AnyRad_lymp,3168.0,4640.699618682958,
ChemoOnly_brain,361.0,551.6652609070007,
ChemoOnly_bone,1157.0,1712.1148772729973,
ChemoOnly_sts,335.0,503.8408144079994,
ChemoOnly_solid,1410.0,2033.421988923995,
ChemoOnly_leuk,3353.0,9200.776379148014,
ChemoOnly_lymp,1414.0,2070.430647925997,
SurgOnly_NoTrt_brain,1268.0,1876.8979569200046,
SurgOnly_NoTrt_bone,116.0,168.11395572700002,
SurgOnly_NoTrt_sts,166.0,242.82691830199997,
SurgOnly_NoTrt_solid,577.0,842.529310066998,
SurgOnly_NoTrt_leuk,14.0,24.944537426,
SurgOnly_NoTrt_lymp,19.0,29.600748793999998,
AnyRad_ALL_70,1261.0,1830.9101168839961,
AnyRad_AML_70,50.0,73.321612998,
AnyRad_OtherLeukemia_70,35.0,54.04001831100002,
AnyRad_Astrocytoma_70,253.0,408.23450412699975,
AnyRad_Medulloblastoma_70,99.0,162.99566326200002,
AnyRad_Other CNS_70,55.0,85.71868248000001,
AnyRad_HL_70,865.0,1330.8701165609968,
AnyRad_NHL_70,318.0,473.6150473080007,
AnyRad_Kidney_70,317.0,472.5675870810001,
AnyRad_NBL_70,215.0,319.05772420599976,
AnyRad_STS_70,349.0,540.2099453260007,
AnyRad_Ewings_70,143.0,218.72760891399994,
AnyRad_Osteosarcoma_70,52.0,81.52237751099997,
AnyRad_OtherBoneTumor_70,4.0,5.754605501,
ChemoOnly_ALL_70,242.0,375.39502006200024,
ChemoOnly_AML_70,59.0,85.14806822099999,
ChemoOnly_OtherLeukemia_70,20.0,32.712387107999994,
ChemoOnly_Astrocytoma_70,5.0,10.770513969,
ChemoOnly_Medulloblastoma_70,0.0,0.0,
ChemoOnly_Other CNS_70,0.0,0.0,
ChemoOnly_HL_70,47.0,67.88326970800001,
ChemoOnly_NHL_70,72.0,110.345089241,
ChemoOnly_Kidney_70,95.0,141.80841888200007,
ChemoOnly_NBL_70,74.0,109.090696851,
ChemoOnly_STS_70,104.0,159.89766583899998,
ChemoOnly_Ewings_70,18.0,27.626659389999997,
ChemoOnly_Osteosarcoma_70,214.0,314.82454649900023,
ChemoOnly_OtherBoneTumor_70,2.0,2.848847021,
SurgOnly_NoTrt_ALL_70,1.0,1.547659512,
SurgOnly_NoTrt_AML_70,1.0,1.547659512,
SurgOnly_NoTrt_OtherLeukemia_70,3.0,4.647006520000001,
SurgOnly_NoTrt_Astrocytoma_70,113.0,172.209437993,
SurgOnly_NoTrt_Medulloblastoma_70,3.0,4.812007908,
SurgOnly_NoTrt_Other CNS_70,19.0,30.377563217,
SurgOnly_NoTrt_HL_70,1.0,1.339756282,
SurgOnly_NoTrt_NHL_70,4.0,6.292111866,
SurgOnly_NoTrt_Kidney_70,6.0,8.905234881,
SurgOnly_NoTrt_NBL_70,67.0,97.23521097200002,
SurgOnly_NoTrt_STS_70,94.0,141.27393948800002,
SurgOnly_NoTrt_Ewings_70,2.0,3.449251338,
SurgOnly_NoTrt_Osteosarcoma_70,29.0,42.87795096100002,
SurgOnly_NoTrt_OtherBoneTumor_70,13.0,19.325398321,
AnyRad_ALL_80,1353.0,2343.5811239189998,
AnyRad_AML_80,128.0,176.42070776699998,
AnyRad_OtherLeukemia_80,59.0,95.53827664599994,
AnyRad_Astrocytoma_80,457.0,693.9517730439994,
AnyRad_Medulloblastoma_80,292.0,440.93782367600005,
AnyRad_Other CNS_80,155.0,228.24916361700005,
AnyRad_HL_80,805.0,1144.076987732001,
AnyRad_NHL_80,342.0,489.11067427600096,
AnyRad_Kidney_80,384.0,537.4839503140005,
AnyRad_NBL_80,173.0,246.58153729200032,
AnyRad_STS_80,391.0,567.7463730620001,
AnyRad_Ewings_80,172.0,248.84483151200013,
AnyRad_Osteosarcoma_80,27.0,42.23839786799999,
AnyRad_OtherBoneTumor_80,8.0,10.813485178,
ChemoOnly_ALL_80,1154.0,2344.0047466810047,
ChemoOnly_AML_80,179.0,252.41737926299987,
ChemoOnly_OtherLeukemia_80,35.0,51.678717658000004,
ChemoOnly_Astrocytoma_80,43.0,64.13906662799997,
ChemoOnly_Medulloblastoma_80,12.0,17.937099769,
ChemoOnly_Other CNS_80,8.0,12.839563973999999,
ChemoOnly_HL_80,113.0,167.18715517100003,
ChemoOnly_NHL_80,345.0,487.0176845270008,
ChemoOnly_Kidney_80,374.0,528.7529593820008,
ChemoOnly_NBL_80,206.0,288.001847518,
ChemoOnly_STS_80,125.0,182.248460659,
ChemoOnly_Ewings_80,73.0,105.60171376700002,
ChemoOnly_Osteosarcoma_80,345.0,496.7678934320001,
ChemoOnly_OtherBoneTumor_80,4.0,5.554822842,
SurgOnly_NoTrt_ALL_80,1.0,1.476265238,
SurgOnly_NoTrt_AML_80,1.0,1.860117713,
SurgOnly_NoTrt_OtherLeukemia_80,1.0,1.672517178,
SurgOnly_NoTrt_Astrocytoma_80,315.0,461.1784795690002,
SurgOnly_NoTrt_Medulloblastoma_80,1.0,1.419883864,
SurgOnly_NoTrt_Other CNS_80,48.0,70.114559675,
SurgOnly_NoTrt_HL_80,0.0,0.0,
SurgOnly_NoTrt_NHL_80,9.0,12.745764761,
SurgOnly_NoTrt_Kidney_80,10.0,13.936347193,
SurgOnly_NoTrt_NBL_80,195.0,277.05896697100025,
SurgOnly_NoTrt_STS_80,72.0,101.55297881400001,
SurgOnly_NoTrt_Ewings_80,0.0,0.0,
SurgOnly_NoTrt_Osteosarcoma_80,36.0,50.30139058699999,
SurgOnly_NoTrt_OtherBoneTumor_80,14.0,20.303940263,
AnyRad_ALL_90,476.0,1582.8433074290015,
AnyRad_AML_90,116.0,166.63297203999994,
AnyRad_OtherLeukemia_90,74.0,105.60513456499997,
AnyRad_Astrocytoma_90,346.0,521.944103822,
AnyRad_Medulloblastoma_90,467.0,722.1801355060014,
AnyRad_Other CNS_90,185.0,277.20164009399986,
AnyRad_HL_90,713.0,1016.7069612240008,
AnyRad_NHL_90,120.0,178.04710617699993,
AnyRad_Kidney_90,387.0,557.3979641770001,
AnyRad_NBL_90,220.0,344.00442127799977,
AnyRad_STS_90,263.0,393.22163442000004,
AnyRad_Ewings_90,131.0,203.90608648400007,
AnyRad_Osteosarcoma_90,14.0,24.045471406999997,
AnyRad_OtherBoneTumor_90,26.0,43.374466294,
ChemoOnly_ALL_90,1276.0,5489.251791391002,
ChemoOnly_AML_90,315.0,455.34598946200003,
ChemoOnly_OtherLeukemia_90,64.0,94.882509853,
ChemoOnly_Astrocytoma_90,209.0,317.87358996299986,
ChemoOnly_Medulloblastoma_90,42.0,66.738709212,
ChemoOnly_Other CNS_90,39.0,57.021514151,
ChemoOnly_HL_90,194.0,295.8198294310001,
ChemoOnly_NHL_90,638.0,933.936237815,
ChemoOnly_Kidney_90,385.0,562.4982087810001,
ChemoOnly_NBL_90,271.0,395.3254632339999,
ChemoOnly_STS_90,105.0,160.00945465999993,
ChemoOnly_Ewings_90,114.0,175.92559453599998,
ChemoOnly_Osteosarcoma_90,367.0,553.0955907240001,
ChemoOnly_OtherBoneTumor_90,17.0,25.125406159999997,
SurgOnly_NoTrt_ALL_90,1.0,4.644484791,
SurgOnly_NoTrt_AML_90,4.0,6.249927769,
SurgOnly_NoTrt_OtherLeukemia_90,1.0,1.298899193,
SurgOnly_NoTrt_Astrocytoma_90,612.0,906.4572654740011,
SurgOnly_NoTrt_Medulloblastoma_90,4.0,5.989820046999999,
SurgOnly_NoTrt_Other CNS_90,147.0,215.0235682019999,
SurgOnly_NoTrt_HL_90,2.0,5.097233117,
SurgOnly_NoTrt_NHL_90,3.0,4.125882768,
SurgOnly_NoTrt_Kidney_90,18.0,26.954341445,
SurgOnly_NoTrt_NBL_90,280.0,416.68136590899996,
SurgOnly_NoTrt_STS_90,0.0,0.0,
SurgOnly_NoTrt_Ewings_90,0.0,0.0,
SurgOnly_NoTrt_Osteosarcoma_90,19.0,27.469723367000004,
SurgOnly_NoTrt_OtherBoneTumor_90,3.0,4.38630089,
AnyRad_brain_70,407.0,658.1747528730002,
AnyRad_bone_70,200.0,307.81889246199995,
AnyRad_sts_70,349.0,540.2099453260007,
AnyRad_solid_70,532.0,791.6253112869988,
AnyRad_leuk_70,1347.0,1959.7577813729968,
AnyRad_lymp_70,1183.0,1804.5572155139994,
ChemoOnly_brain_70,5.0,10.770513969,
ChemoOnly_bone_70,234.0,345.3956567300002,
ChemoOnly_sts_70,104.0,159.89766583899998,
ChemoOnly_solid_70,169.0,250.89911573300037,
ChemoOnly_leuk_70,323.0,496.0217477030004,
ChemoOnly_lymp_70,119.0,178.22835894900004,
SurgOnly_NoTrt_brain_70,136.0,208.6547546889999,
SurgOnly_NoTrt_bone_70,44.0,65.65260062,
SurgOnly_NoTrt_sts_70,94.0,141.27393948800002,
SurgOnly_NoTrt_solid_70,73.0,106.140445853,
SurgOnly_NoTrt_leuk_70,5.0,7.742325544000001,
SurgOnly_NoTrt_lymp_70,5.0,7.631868148,
AnyRad_brain_80,906.0,1366.4309060220025,
AnyRad_bone_80,207.0,301.89671455800004,
AnyRad_sts_80,391.0,567.7463730620001,
AnyRad_solid_80,558.0,785.603183980998,
AnyRad_leuk_80,1541.0,2617.3931456159976,
AnyRad_lymp_80,1148.0,1635.3254487040008,
ChemoOnly_brain_80,63.0,94.91573037099998,
ChemoOnly_bone_80,422.0,607.9244300409996,
ChemoOnly_sts_80,125.0,182.248460659,
ChemoOnly_solid_80,581.0,818.481513106999,
ChemoOnly_leuk_80,1370.0,2652.108303724999,
ChemoOnly_lymp_80,458.0,654.6158284050003,
SurgOnly_NoTrt_brain_80,364.0,532.8753116520002,
SurgOnly_NoTrt_bone_80,50.0,70.60533085,
SurgOnly_NoTrt_sts_80,72.0,101.55297881400001,
SurgOnly_NoTrt_solid_80,205.0,290.9953141640001,
SurgOnly_NoTrt_leuk_80,3.0,5.008900129000001,
SurgOnly_NoTrt_lymp_80,9.0,12.745764761,
AnyRad_brain_90,1001.0,1526.3601606339978,
AnyRad_bone_90,171.0,271.32602418499994,
AnyRad_sts_90,263.0,393.22163442000004,
AnyRad_solid_90,607.0,901.4023854550009,
AnyRad_leuk_90,667.0,1857.9532082109993,
AnyRad_lymp_90,834.0,1195.9008819510009,
ChemoOnly_brain_90,291.0,443.45615640799997,
ChemoOnly_bone_90,499.0,754.9736217149998,
ChemoOnly_sts_90,105.0,160.00945465999993,
ChemoOnly_solid_90,657.0,959.3614358859996,
ChemoOnly_leuk_90,1656.0,6040.676989639019,
ChemoOnly_lymp_90,834.0,1232.8118994759998,
SurgOnly_NoTrt_brain_90,765.0,1129.6604091610022,
SurgOnly_NoTrt_bone_90,22.0,31.856024257000005,
SurgOnly_NoTrt_sts_90,0.0,0.0,
SurgOnly_NoTrt_solid_90,298.0,443.63570735400003,
SurgOnly_NoTrt_leuk_90,6.0,12.193311753,
SurgOnly_NoTrt_lymp_90,5.0,9.223115885,
NoRad_ALL_70,243.0,376.94267957400024,
NoRad_AML_70,60.0,86.69572773299998,
NoRad_OtherLeukemia_70,24.0,39.121993972999995,
NoRad_Astrocytoma_70,118.0,182.97995196200003,
NoRad_Medulloblastoma_70,3.0,4.812007908,
NoRad_Other CNS_70,19.0,30.377563217,
NoRad_HL_70,50.0,72.34327045200003,
NoRad_NHL_70,76.0,116.63720110700001,
NoRad_Kidney_70,101.0,150.7136537630001,
NoRad_NBL_70,143.0,209.49982044400022,
NoRad_STS_70,199.0,302.47409145600005,
NoRad_Ewings_70,20.0,31.075910727999997,
NoRad_Osteosarcoma_70,244.0,359.3754053780005,
NoRad_OtherBoneTumor_70,15.0,22.174245342000003,
Rad_ALL_70,1261.0,1830.9101168839961,
Rad_AML_70,50.0,73.321612998,
Rad_OtherLeukemia_70,35.0,54.04001831100002,
Rad_Astrocytoma_70,253.0,408.23450412699975,
Rad_Medulloblastoma_70,99.0,162.99566326200002,
Rad_Other CNS_70,55.0,85.71868248000001,
Rad_HL_70,865.0,1330.8701165609968,
Rad_NHL_70,318.0,473.6150473080007,
Rad_Kidney_70,317.0,472.5675870810001,
Rad_NBL_70,215.0,319.05772420599976,
Rad_STS_70,349.0,540.2099453260007,
Rad_Ewings_70,143.0,218.72760891399994,
Rad_Osteosarcoma_70,52.0,81.52237751099997,
Rad_OtherBoneTumor_70,4.0,5.754605501,
NoRad_ALL_80,1155.0,2345.5908433610043,
NoRad_AML_80,180.0,254.2774969759999,
NoRad_OtherLeukemia_80,36.0,53.351234836,
NoRad_Astrocytoma_80,359.0,526.8789751259999,
NoRad_Medulloblastoma_80,13.0,19.356983633,
NoRad_Other CNS_80,56.0,82.95412364900001,
NoRad_HL_80,114.0,168.48491024100002,
NoRad_NHL_80,354.0,499.76344928800086,
NoRad_Kidney_80,384.0,542.6893065750007,
NoRad_NBL_80,403.0,568.8173581219991,
NoRad_STS_80,197.0,284.11345264600004,
NoRad_Ewings_80,73.0,105.60171376700002,
NoRad_Osteosarcoma_80,382.0,548.672292576,
NoRad_OtherBoneTumor_80,18.0,25.858763104999994,
Rad_ALL_80,1353.0,2343.5811239189998,
Rad_AML_80,128.0,176.42070776699998,
Rad_OtherLeukemia_80,59.0,95.53827664599994,
Rad_Astrocytoma_80,457.0,693.9517730439994,
Rad_Medulloblastoma_80,292.0,440.93782367600005,
Rad_Other CNS_80,155.0,228.24916361700005,
Rad_HL_80,805.0,1144.076987732001,
Rad_NHL_80,342.0,489.11067427600096,
Rad_Kidney_80,384.0,537.4839503140005,
Rad_NBL_80,173.0,246.58153729200032,
Rad_STS_80,391.0,567.7463730620001,
Rad_Ewings_80,172.0,248.84483151200013,
Rad_Osteosarcoma_80,27.0,42.23839786799999,
Rad_OtherBoneTumor_80,8.0,10.813485178,
NoRad_ALL_90,1277.0,5493.896276182003,
NoRad_AML_90,319.0,461.59591723100004,
NoRad_OtherLeukemia_90,65.0,96.181409046,
NoRad_Astrocytoma_90,824.0,1228.4793129310028,
NoRad_Medulloblastoma_90,46.0,72.728529259,
NoRad_Other CNS_90,187.0,273.516632122,
NoRad_HL_90,197.0,302.0271789520001,
NoRad_NHL_90,641.0,938.5244568349999,
NoRad_Kidney_90,403.0,589.4525502260003,
NoRad_NBL_90,553.0,815.5210911989998,
NoRad_STS_90,105.0,160.00945465999993,
NoRad_Ewings_90,114.0,175.92559453599998,
NoRad_Osteosarcoma_90,386.0,580.5653140910005,
NoRad_OtherBoneTumor_90,20.0,29.51170705,
Rad_ALL_90,476.0,1582.8433074290015,
Rad_AML_90,116.0,166.63297203999994,
Rad_OtherLeukemia_90,74.0,105.60513456499997,
Rad_Astrocytoma_90,346.0,521.944103822,
Rad_Medulloblastoma_90,467.0,722.1801355060014,
Rad_Other CNS_90,185.0,277.20164009399986,
Rad_HL_90,713.0,1016.7069612240008,
Rad_NHL_90,120.0,178.04710617699993,
Rad_Kidney_90,387.0,557.3979641770001,
Rad_NBL_90,220.0,344.00442127799977,
Rad_STS_90,263.0,393.22163442000004,
Rad_Ewings_90,131.0,203.90608648400007,
Rad_Osteosarcoma_90,14.0,24.045471406999997,
Rad_OtherBoneTumor_90,26.0,43.374466294,
NoRad_brain_70,141.0,219.4252686579999,
NoRad_bone_70,279.0,412.6255614480007,
NoRad_sts_70,199.0,302.47409145600005,
NoRad_solid_70,244.0,360.21347420700016,
NoRad_leuk_70,328.0,504.2539747780004,
NoRad_lymp_70,126.0,188.98047155899997,
Rad_brain_70,407.0,658.1747528730002,
Rad_bone_70,200.0,307.81889246199995,
Rad_sts_70,349.0,540.2099453260007,
Rad_solid_70,532.0,791.6253112869988,
Rad_leuk_70,1347.0,1959.7577813729968,
Rad_lymp_70,1183.0,1804.5572155139994,
NoRad_brain_80,429.0,630.5904696609996,
NoRad_bone_80,473.0,680.1327694480002,
NoRad_sts_80,197.0,284.11345264600004,
