Group,Age1,Age2,
CRTNone,-9.974943934962212,-9.033121712455468,
CRT<20,-16.321447209574636,-14.696773161466034,
CRT20_29,-11.033670598791055,-8.237554670866075,
CRT30_49,-21.538151964154324,-17.17313935301089,
CRT50+,-25.787115482777168,-21.31391864611296,
OvaryNone,-9.42175564744246,-8.959033681042072,
Ovary<10,-17.11310415138591,-15.844181848413761,
Ovary10-19,-17.951818481027487,-16.299413559633564,
Ovary20+,-16.523057430448617,-16.1334358826548,
AbdPelNone,-9.97025502103407,-9.030606021650513,
AbdPel<15,-15.865541998084183,-13.301082867003217,
AbdPel15_24,-18.078722653349004,-15.682144387977665,
AbdPel25_34,-20.062075710032197,-17.761902163950957,
AbdPel35+,-22.9040198458436,-20.97505864865939,
MaxRTNone,-10.013672119564227,-9.063694883299803,
MaxRT<20,-12.278383371591723,-10.301172700084152,
MaxRT20_29,-13.738890116570062,-12.066213762883365,
MaxRT30+,-22.6494425261456,-19.79926637856604,
ALL_70,-7.932154367663941,-5.004662730456658,
AML_70,-12.294250344678218,-9.69580192098843,
OtherLeukemia_70,-17.300321895349818,-12.703492127392202,
Astrocytoma_70,-18.10289952298126,-13.467262218539915,
Medulloblastoma_70,-22.226244452756227,-17.50877159940626,
Other CNS_70,-16.680013606326995,-13.07272066156996,
HL_70,-20.86437151258697,-20.282390069090077,
NHL_70,-12.534208043303224,-10.528431294797528,
Kidney_70,-13.665711177760251,-12.189950533638196,
NBL_70,-14.202752316325764,-13.370673879690557,
STS_70,-14.352015868800237,-12.58097968436769,
Ewings_70,-17.285681470207777,-14.375803612527108,
Osteosarcoma_70,-11.990561267359539,-9.309486812210125,
OtherBoneTumor_70,-3.2763956794960194,-2.142468832603626,
ALL_80,-6.80223005526787,-5.040052590938316,
AML_80,-12.605977793638829,-9.797971278236986,
OtherLeukemia_80,-14.066979143090855,-10.934055164174154,
Astrocytoma_80,-16.909701126392534,-13.185760131977126,
Medulloblastoma_80,-24.01466306462647,-19.875208983467914,
Other CNS_80,-19.987692318017444,-16.946233431373912,
HL_80,-18.116386818758876,-17.194918020122834,
NHL_80,-11.360593357179496,-9.80441305713137,
Kidney_80,-13.59865761314655,-12.369806527424373,
NBL_80,-14.60514129114987,-13.626976920177086,
STS_80,-16.0367001162508,-13.948693816569481,
Ewings_80,-17.15451536975231,-14.249116763164373,
Osteosarcoma_80,-12.012786475449367,-9.802782867491217,
OtherBoneTumor_80,-7.643740216662735,-5.859980569819129,
ALL_90,-5.428714845940888,-4.058836806457791,
AML_90,-13.612741775261377,-11.235284361899218,
OtherLeukemia_90,-13.520986431039859,-10.52310101909596,
Astrocytoma_90,-12.776670664868313,-10.329829994283685,
Medulloblastoma_90,-24.38293114775192,-20.27494554336947,
Other CNS_90,-19.674141381721938,-16.756348703767614,
HL_90,-14.902450325750486,-13.64195189605195,
NHL_90,-9.478155638750295,-8.222081341881534,
Kidney_90,-12.958335684747816,-11.906604237937962,
NBL_90,-15.268922534263673,-13.89612336857342,
STS_90,-14.950545972486722,-12.72648075185036,
Ewings_90,-16.8923636875042,-13.940920311333109,
Osteosarcoma_90,-12.51752000808888,-10.191335311048363,
OtherBoneTumor_90,-15.340544905816138,-12.673900776894726,
brain_70,-20.19707938859372,-15.586593435764776,
bone_70,-14.301390921653258,-11.536515078821608,
sts_70,-14.352015868800237,-12.58097968436769,
solid_70,-14.67108017562446,-13.330015233576042,
leuk_70,-9.124667650840202,-6.50026074671635,
lymp_70,-18.89030157326551,-17.74884580897234,
brain_80,-20.160761527215385,-16.402957823265986,
bone_80,-14.384881446585524,-12.006161374560662,
sts_80,-16.0367001162508,-13.948693816569481,
solid_80,-14.949124270237668,-13.645318972757728,
leuk_80,-8.057298406922015,-6.240476890391392,
lymp_80,-16.167386960129065,-14.363564155230037,
brain_90,-18.09156023842305,-15.091912803964227,
bone_90,-15.393706786473786,-12.873947825468221,
sts_90,-14.950545972486722,-12.72648075185036,
solid_90,-15.060400916029344,-13.616398485153255,
leuk_90,-6.91624799271014,-5.663334988286408,
lymp_90,-13.204265863195232,-11.496773130878651,
SurgOnly_NoTrt,-9.417707896441193,-8.77868115394024,
ChemoOnly,-9.7248917200817,-8.734173083071099,
RadOnly,-21.18104635769967,-18.070839007128683,
ChemoRad,-16.77560817227282,-14.419128688615864,
NoChemoRT,-9.417707896441193,-8.77868115394024,
AnyChemoRT,-13.966491714502794,-11.997054858282233,
NoChemo,-14.982907649673173,-13.059670817111055,
AnyChemo,-13.361937533911217,-11.498886977411175,
NoRad,-9.875603701913043,-8.951135980813277,
AnyRad,-17.408199946203304,-14.98806697851424,
SurgOnly_NoTrt_70,-9.323477059318847,-8.406492343877488,
ChemoOnly_70,-11.461681221493478,-10.126164772862055,
RadOnly_70,-20.120161621603046,-17.961472306467485,
ChemoRad_70,-15.521381872164469,-13.43530646565074,
SurgOnly_NoTrt_80,-9.416860721687613,-8.671030192895557,
ChemoOnly_80,-10.039818154080145,-8.94061922614138,
RadOnly_80,-20.670910195699413,-17.522324969072265,
ChemoRad_80,-16.409490212441582,-14.018741158501626,
SurgOnly_NoTrt_90,-8.970833565650445,-8.403624886891592,
ChemoOnly_90,-9.115492245660725,-8.139543578858238,
RadOnly_90,-21.918156339364643,-17.95386968803159,
ChemoRad_90,-18.14969581908354,-15.387618106292223,
NoChemoRT_70,-9.323477059318847,-8.406492343877488,
AnyChemoRT_70,-15.601860979181772,-13.539736385904895,
NoChemoRT_80,-9.416860721687613,-8.671030192895557,
AnyChemoRT_80,-14.290042295534853,-12.308566664165419,
NoChemoRT_90,-8.970833565650445,-8.403624886891592,
AnyChemoRT_90,-12.901218501703802,-11.01584186515177,
NoChemo_70,-16.835860235614895,-15.036346486966927,
AnyChemo_70,-14.686532185313084,-12.730010242272428,
NoChemo_80,-15.580342737329786,-13.524541843988644,
AnyChemo_80,-13.565142749303284,-11.798556168745606,
NoChemo_90,-12.497996698168208,-10.793722634266274,
AnyChemo_90,-12.54173425841197,-10.778886737037539,
NoRad_70,-11.240898923462055,-10.086085772686673,
AnyRad_70,-16.581864447641728,-14.307187722290479,
NoRad_80,-10.202893740274078,-9.191827968025635,
AnyRad_80,-17.145469159723277,-14.678579897031895,
NoRad_90,-9.378231828170321,-8.455334069009282,
AnyRad_90,-18.59857245418395,-15.737710234315422,
noRecur,-12.42632375227862,-10.983207681607993,
recur,NaN,NaN,
noRecur_70,-14.068851468580952,-12.436888030778263,
recur_70,NaN,NaN,
noRecur_80,-12.713157793509033,-11.235200356208466,
recur_80,NaN,NaN,
noRecur_90,-11.568016251670493,-10.136146598426777,
recur_90,NaN,NaN,
Age0-4_70,-14.54280441035798,-12.209376450305825,
Age5-9_70,-14.39786483625759,-11.93434799495688,
Age10-14_70,-15.292662670458675,-13.563361375522163,
Age15-20_70,-16.022437500918898,-14.679862793849267,
Age0-4_80,-13.8663059663442,-11.785064282818297,
Age5-9_80,-13.278971760946476,-11.091398068467896,
Age10-14_80,-13.839830741067601,-12.205990876095271,
Age15-20_80,-14.152210789119003,-12.789924343566241,
Age0-4_90,-12.56248311748545,-10.737263928816901,
Age5-9_90,-11.978794432820713,-10.28860946484673,
Age10-14_90,-12.754354563539508,-11.140273996137864,
Age15-20_90,-12.774774786870822,-11.36471182151162,
Male_70,-14.941400018355068,-12.361856958296578,
Female_70,-15.023502127795254,-14.005490667835396,
Male_80,-13.99061305994794,-11.660938713406125,
Female_80,-13.382710150817147,-12.452004249872338,
Male_90,-12.759700060539231,-10.79955855319406,
Female_90,-12.023787289525792,-11.123027633632177,
HL grp: Salvage,-25.390014880420978,-23.833695301541134,
HL grp: Extended,-22.09187225179857,-21.960514447837184,
HL grp: Chest RT>=35 plus chemo,-20.965954248171577,-20.49280252779092,
HL grp: Chest RT>=35 no chemo,-19.90008833423191,-19.70790214459818,
HL grp: Chest RT<35 plus chemo,-15.01328006101707,-13.89165714987567,
HL grp: Chemo without chest RT,-10.638898343480164,-9.23592771806959,
HL grp: Other,-10.953767369149404,-9.773349754473756,
HL AHOD: Contemporary,-12.117345648007884,-10.933211392421185,
HL AHOD: High Chest RT,-22.65938128979097,-22.392160014386917,
HL AHOD: Other,-14.940482140151204,-13.572264788568404,
HL grp 2: Salvage,-25.390014880420978,-23.833695301541134,
HL grp 2: Extended,-22.09187225179857,-21.960514447837184,
HL grp 2: Chest RT>=35,-20.92985871724118,-20.710414723768316,
HL grp 2: [empty],NaN,NaN,
HL grp 2: Chest RT<35 plus chemo,-15.01328006101707,-13.89165714987567,
HL grp 2: Chemo without chest RT,-10.638898343480164,-9.23592771806959,
HL grp 2: Other,-10.953767369149404,-9.773349754473756,
HL AHOD2: Contemporary with RT,-12.496926496524623,-11.469467059155818,
HL AHOD2: Contemporary without RT,-8.842313299275666,-7.549065357611312,
HL AHOD2: High Chest RT,-22.65938128979097,-22.392160014386917,
HL AHOD2: Other,-14.940482140151204,-13.572264788568404,
AnyRad_ALL,-8.514885479233598,-5.896676001367595,
AnyRad_AML,-17.997106214411716,-14.681043981138323,
AnyRad_OtherLeukemia,-17.425272838214482,-13.530996164773462,
AnyRad_Astrocytoma,-23.02239692101449,-18.024515770113226,
AnyRad_Medulloblastoma,-25.092568811640085,-20.894282222790117,
AnyRad_Other CNS,-23.206496838169848,-20.02929009474572,
AnyRad_HL,-19.004026997288648,-18.4072049425277,
AnyRad_NHL,-13.29892467994523,-11.34586007432668,
AnyRad_Kidney,-16.398522432959865,-14.436732872040132,
AnyRad_NBL,-18.63150166720593,-16.622165842632725,
AnyRad_STS,-17.606643221286447,-15.212133208358331,
AnyRad_Ewings,-19.558804811378288,-16.5020120909246,
AnyRad_Osteosarcoma,-15.04317543163993,-12.06342798310552,
AnyRad_OtherBoneTumor,-16.617212931232636,-13.106107278068066,
ChemoOnly_ALL,-4.8886684287082005,-3.855617688307362,
ChemoOnly_AML,-10.133611167306334,-8.110608798877493,
ChemoOnly_OtherLeukemia,-11.223777490626986,-8.598944758281718,
ChemoOnly_Astrocytoma,-12.624520479080616,-9.706616780204314,
ChemoOnly_Medulloblastoma,-12.877646350644653,-10.643559932544946,
ChemoOnly_Other CNS,-11.952490816509687,-10.619002821682983,
ChemoOnly_HL,-11.335832375943696,-9.820862271128277,
ChemoOnly_NHL,-9.059379671318247,-7.7043201550926455,
ChemoOnly_Kidney,-9.194136355560637,-8.167666839899013,
ChemoOnly_NBL,-15.472079405501418,-14.064417465665876,
ChemoOnly_STS,-12.107021972429997,-10.360461762898709,
ChemoOnly_Ewings,-13.25584712033124,-10.98882837711011,
ChemoOnly_Osteosarcoma,-12.588761764528925,-10.175944139980572,
ChemoOnly_OtherBoneTumor,-9.97906371843112,-8.608533645674612,
SurgOnly_NoTrt_ALL,NaN,NaN,
SurgOnly_NoTrt_AML,3.238989269612844,NaN,
SurgOnly_NoTrt_OtherLeukemia,NaN,NaN,
SurgOnly_NoTrt_Astrocytoma,-6.804356178684003,-5.357609636691919,
SurgOnly_NoTrt_Medulloblastoma,-0.8906973866917198,NaN,
SurgOnly_NoTrt_Other CNS,-8.821715733223009,-8.422914635820135,
SurgOnly_NoTrt_HL,3.3110045696273076,NaN,
SurgOnly_NoTrt_NHL,-2.7783421562707815,-2.080593823728961,
SurgOnly_NoTrt_Kidney,-6.5631995551532825,-5.689183247079541,
SurgOnly_NoTrt_NBL,-9.160152869147673,-8.205880515918452,
SurgOnly_NoTrt_STS,-6.6764768090483315,-5.421134916151772,
SurgOnly_NoTrt_Ewings,NaN,NaN,
SurgOnly_NoTrt_Osteosarcoma,-4.872759762181161,-4.353303523107115,
SurgOnly_NoTrt_OtherBoneTumor,-3.7468039634825487,-2.7518562147085106,
AnyRad_brain,-25.516755252996134,-21.28625746408087,
AnyRad_bone,-19.740302315177168,-16.636024066138454,
AnyRad_sts,-17.606643221286447,-15.212133208358331,
AnyRad_solid,-17.540399053512267,-15.56451733636868,
AnyRad_leuk,-10.328862991294855,-7.558953646748321,
AnyRad_lymp,-18.558188592102383,-17.233323957941423,
ChemoOnly_brain,-14.169182488522615,-12.293613231231738,
ChemoOnly_bone,-13.268739074305316,-10.88163367566284,
ChemoOnly_sts,-12.107021972429997,-10.360461762898709,
ChemoOnly_solid,-13.009066037101668,-11.736331294642184,
ChemoOnly_leuk,-6.0153995054863145,-5.192384746242141,
ChemoOnly_lymp,-10.08091762263183,-8.71067510435617,
SurgOnly_NoTrt_brain,-8.165017758279568,-6.549333372600415,
SurgOnly_NoTrt_bone,-6.076746479472227,-5.208954423915131,
SurgOnly_NoTrt_sts,-6.6764768090483315,-5.421134916151772,
SurgOnly_NoTrt_solid,-9.358631328881472,-8.48457280232725,
SurgOnly_NoTrt_leuk,-1.9459337641529544,-0.11055882483870505,
SurgOnly_NoTrt_lymp,-4.300859653128839,-3.5717270022716434,
AnyRad_ALL_70,-8.277528745857396,-5.2037731406463905,
AnyRad_AML_70,-12.920960909369803,-9.755620818500702,
AnyRad_OtherLeukemia_70,-20.028993447351922,-15.319402147329427,
AnyRad_Astrocytoma_70,-22.24400507293847,-16.697966812686452,
AnyRad_Medulloblastoma_70,-22.180498137526158,-17.61054445741881,
AnyRad_Other CNS_70,-17.476877454171905,-14.144840066870643,
AnyRad_HL_70,-21.273184487059716,-20.74759282174726,
AnyRad_NHL_70,-13.076129974884978,-11.098310393763583,
AnyRad_Kidney_70,-14.341493152503752,-12.959106031216123,
AnyRad_NBL_70,-14.744978372367648,-13.867209350779397,
AnyRad_STS_70,-16.236904253681296,-14.05854081709667,
AnyRad_Ewings_70,-17.683945878778722,-14.73355886230349,
AnyRad_Osteosarcoma_70,-15.17453251851692,-11.523811315413766,
AnyRad_OtherBoneTumor_70,8.11078661335921,NaN,
ChemoOnly_ALL_70,-4.179414654364535,-3.1402177286019537,
ChemoOnly_AML_70,-9.178134631786698,-7.485483981894433,
ChemoOnly_OtherLeukemia_70,-6.381204507643638,-1.1043863440379056,
ChemoOnly_Astrocytoma_70,2.6146378778378647,NaN,
ChemoOnly_Medulloblastoma_70,NaN,NaN,
ChemoOnly_Other CNS_70,NaN,NaN,
ChemoOnly_HL_70,-11.293458527687797,-10.17791764714552,
ChemoOnly_NHL_70,-8.414061830457989,-7.169960617828394,
ChemoOnly_Kidney_70,-8.37773751547666,-7.5185308759987635,
ChemoOnly_NBL_70,-12.611139751223618,-12.06737404708636,
ChemoOnly_STS_70,-11.511585250993406,-10.018235353287935,
ChemoOnly_Ewings_70,-7.655585156794558,-6.6249594182809375,
ChemoOnly_Osteosarcoma_70,-10.801664965662908,-8.372051905495596,
ChemoOnly_OtherBoneTumor_70,NaN,NaN,
SurgOnly_NoTrt_ALL_70,NaN,NaN,
SurgOnly_NoTrt_AML_70,NaN,NaN,
SurgOnly_NoTrt_OtherLeukemia_70,NaN,NaN,
SurgOnly_NoTrt_Astrocytoma_70,-6.436894556034915,-4.898748788838034,
SurgOnly_NoTrt_Medulloblastoma_70,NaN,NaN,
SurgOnly_NoTrt_Other CNS_70,-5.417172427056201,0.6064669237982088,
SurgOnly_NoTrt_HL_70,NaN,NaN,
SurgOnly_NoTrt_NHL_70,NaN,NaN,
SurgOnly_NoTrt_Kidney_70,-0.36167697918958197,NaN,
SurgOnly_NoTrt_NBL_70,-7.758471772771983,-6.850550954358766,
SurgOnly_NoTrt_STS_70,-6.413002342280173,-5.714515897377154,
SurgOnly_NoTrt_Ewings_70,NaN,NaN,
SurgOnly_NoTrt_Osteosarcoma_70,-3.623974329582502,-2.754448259831676,
SurgOnly_NoTrt_OtherBoneTumor_70,-0.9871365158964949,0.08864592148371742,
AnyRad_ALL_80,-8.253002821822719,-5.596726068589959,
AnyRad_AML_80,-15.716116252078024,-12.145378807692289,
AnyRad_OtherLeukemia_80,-13.74041543878458,-10.096317404516881,
AnyRad_Astrocytoma_80,-22.763494943676278,-17.56149582589935,
AnyRad_Medulloblastoma_80,-24.34539764272573,-20.29175980974918,
AnyRad_Other CNS_80,-21.328317466353248,-18.403990312769622,
AnyRad_HL_80,-19.003644252005024,-18.06067894836059,
AnyRad_NHL_80,-12.254858455442928,-10.69307045556448,
AnyRad_Kidney_80,-16.480620261361075,-14.786352186069351,
AnyRad_NBL_80,-17.55409612356199,-15.832528971179634,
AnyRad_STS_80,-18.249951595216388,-15.89899021849886,
AnyRad_Ewings_80,-18.543521766791713,-15.37402626108782,
AnyRad_Osteosarcoma_80,-9.357347084113094,-7.3584782130750455,
AnyRad_OtherBoneTumor_80,-8.167757326157648,NaN,
ChemoOnly_ALL_80,-4.935625775175637,-3.927896687841553,
ChemoOnly_AML_80,-9.07236147809681,-7.1559426276802185,
ChemoOnly_OtherLeukemia_80,-9.817550675818332,-6.067068381651026,
ChemoOnly_Astrocytoma_80,-9.973217684607029,-7.536779667756463,
ChemoOnly_Medulloblastoma_80,-6.6035869660995985,NaN,
ChemoOnly_Other CNS_80,-2.797658713494741,NaN,
ChemoOnly_HL_80,-11.464984243586748,-9.73788937825283,
ChemoOnly_NHL_80,-9.157295267647825,-7.88433587283788,
ChemoOnly_Kidney_80,-9.467281185530673,-8.38468196748802,
ChemoOnly_NBL_80,-15.128788591339159,-13.698226137876844,
ChemoOnly_STS_80,-11.487308902186314,-9.946288171683165,
ChemoOnly_Ewings_80,-11.636299830925878,-9.887995613766563,
ChemoOnly_Osteosarcoma_80,-12.18102969456735,-9.833835153511444,
ChemoOnly_OtherBoneTumor_80,4.640408735813345,NaN,
SurgOnly_NoTrt_ALL_80,NaN,NaN,
SurgOnly_NoTrt_AML_80,NaN,NaN,
SurgOnly_NoTrt_OtherLeukemia_80,NaN,NaN,
SurgOnly_NoTrt_Astrocytoma_80,-7.132822828922876,-5.359839721690022,
SurgOnly_NoTrt_Medulloblastoma_80,NaN,NaN,
SurgOnly_NoTrt_Other CNS_80,-7.922050651370256,-6.306022642004962,
SurgOnly_NoTrt_HL_80,NaN,NaN,
SurgOnly_NoTrt_NHL_80,-0.5673224269913533,0.796915587844893,
SurgOnly_NoTrt_Kidney_80,-3.166217901170299,-1.6565482852488032,
SurgOnly_NoTrt_NBL_80,-8.614023391237595,-7.940729337185601,
SurgOnly_NoTrt_STS_80,-5.234432437505227,-4.419148575024536,
SurgOnly_NoTrt_Ewings_80,NaN,NaN,
SurgOnly_NoTrt_Osteosarcoma_80,-3.5351562801893124,-3.289089966901173,
SurgOnly_NoTrt_OtherBoneTumor_80,-1.4898340061500264,-0.8243735498978282,
AnyRad_ALL_90,-7.938987566100998,-5.633927028216789,
AnyRad_AML_90,-20.316394630126936,-16.83287432309713,
AnyRad_OtherLeukemia_90,-14.052115751164841,-10.540007909583537,
AnyRad_Astrocytoma_90,-22.400222908197513,-17.525625256307464,
AnyRad_Medulloblastoma_90,-24.870895836729495,-20.707065488489818,
AnyRad_Other CNS_90,-24.855946640300836,-21.21320618193974,
AnyRad_HL_90,-15.81418026506838,-14.840308904794526,
AnyRad_NHL_90,-13.099026823516937,-11.105754011055708,
AnyRad_Kidney_90,-15.851438096583053,-13.63562262168405,
AnyRad_NBL_90,-20.996275805689287,-18.687532210494155,
AnyRad_STS_90,-16.190201439518745,-13.69642989757434,
AnyRad_Ewings_90,-18.9726505736687,-15.764562308837768,
AnyRad_Osteosarcoma_90,-11.126080583074653,-7.440681514066114,
AnyRad_OtherBoneTumor_90,-16.237894184602716,-12.941875098670899,
ChemoOnly_ALL_90,-4.680953927302646,-3.7061079992229082,
ChemoOnly_AML_90,-10.200752576895681,-8.371381705492539,
ChemoOnly_OtherLeukemia_90,-10.411904845751764,-7.8777976803299765,
ChemoOnly_Astrocytoma_90,-12.361831811816117,-9.793837845537723,
ChemoOnly_Medulloblastoma_90,-12.827701566816962,-10.26017379431854,
ChemoOnly_Other CNS_90,-11.37515177916542,-10.080551014285135,
ChemoOnly_HL_90,-9.914263549096866,-8.919221347526701,
ChemoOnly_NHL_90,-8.517027889336859,-7.256683600388541,
ChemoOnly_Kidney_90,-8.682653611952887,-7.84919206260318,
ChemoOnly_NBL_90,-15.314826495946548,-13.770460281974906,
ChemoOnly_STS_90,-10.012093914472274,-8.49019193086015,
ChemoOnly_Ewings_90,-12.75742543899048,-10.502949821230374,
ChemoOnly_Osteosarcoma_90,-12.533286001237322,-10.216910111759631,
ChemoOnly_OtherBoneTumor_90,-9.125693312796464,-7.864241950208793,
SurgOnly_NoTrt_ALL_90,NaN,NaN,
SurgOnly_NoTrt_AML_90,NaN,NaN,
SurgOnly_NoTrt_OtherLeukemia_90,NaN,NaN,
SurgOnly_NoTrt_Astrocytoma_90,-5.857727249117126,-5.034764326131352,
SurgOnly_NoTrt_Medulloblastoma_90,NaN,NaN,
SurgOnly_NoTrt_Other CNS_90,-8.68021192644126,-8.393009379228488,
SurgOnly_NoTrt_HL_90,NaN,NaN,
SurgOnly_NoTrt_NHL_90,NaN,NaN,
SurgOnly_NoTrt_Kidney_90,-4.444091310439916,-4.346257872442237,
SurgOnly_NoTrt_NBL_90,-8.948399234994938,-7.9791306827910375,
SurgOnly_NoTrt_STS_90,NaN,NaN,
SurgOnly_NoTrt_Ewings_90,NaN,NaN,
SurgOnly_NoTrt_Osteosarcoma_90,-1.9861523037135527,-1.3942726080531997,
SurgOnly_NoTrt_OtherBoneTumor_90,NaN,NaN,
AnyRad_brain_70,-23.61589760735869,-18.488672093559494,
AnyRad_bone_70,-17.94838856067372,-14.877583235633253,
AnyRad_sts_70,-16.236904253681296,-14.05854081709667,
AnyRad_solid_70,-15.378856082499986,-13.990583457997886,
AnyRad_leuk_70,-9.31866728122727,-6.2665333938300165,
AnyRad_lymp_70,-19.586155155337337,-18.66580039368135,
ChemoOnly_brain_70,2.6146378778378647,NaN,
ChemoOnly_bone_70,-11.208243932349781,-8.815222125203661,
ChemoOnly_sts_70,-11.511585250993406,-10.018235353287935,
ChemoOnly_solid_70,-11.47495861513557,-10.590369402853625,
ChemoOnly_leuk_70,-6.660433637448875,-5.286798360286284,
ChemoOnly_lymp_70,-11.105992539890394,-9.825080506831924,
SurgOnly_NoTrt_brain_70,-8.103310987448431,-6.3347738220036405,
SurgOnly_NoTrt_bone_70,-4.706685832450475,-4.074623188112653,
SurgOnly_NoTrt_sts_70,-6.413002342280173,-5.714515897377154,
SurgOnly_NoTrt_solid_70,-8.068603170704023,-7.31848025697164,
SurgOnly_NoTrt_leuk_70,6.9080349207873155,NaN,
SurgOnly_NoTrt_lymp_70,1.3076611946763634,NaN,
AnyRad_brain_80,-24.704612442458178,-20.21039690291112,
AnyRad_bone_80,-18.20296035190929,-15.412103881006274,
AnyRad_sts_80,-18.249951595216388,-15.89899021849886,
AnyRad_solid_80,-17.46873045626038,-15.604000133743263,
AnyRad_leuk_80,-9.867349886288302,-7.132330624386057,
AnyRad_lymp_80,-18.120926540948112,-16.724076542815276,
ChemoOnly_brain_80,-12.137157931204733,-9.797650945868213,
ChemoOnly_bone_80,-12.555646437241862,-10.365585475739138,
ChemoOnly_sts_80,-11.487308902186314,-9.946288171683165,
ChemoOnly_solid_80,-12.653301960449106,-11.225225018055795,
ChemoOnly_leuk_80,-6.001261304347068,-5.120948229625299,
ChemoOnly_lymp_80,-10.242774738376546,-9.090726979597406,
SurgOnly_NoTrt_brain_80,-8.277381204547538,-6.192906800653674,
SurgOnly_NoTrt_bone_80,-4.7534284728565765,-4.172215882232294,
SurgOnly_NoTrt_sts_80,-5.234432437505227,-4.419148575024536,
SurgOnly_NoTrt_solid_80,-8.838578546038185,-8.080203727501399,
SurgOnly_NoTrt_leuk_80,NaN,NaN,
SurgOnly_NoTrt_lymp_80,-0.9192056463363372,-0.2460261286908434,
AnyRad_brain_90,-25.853944465480012,-21.93342214152031,
AnyRad_bone_90,-19.884925614692655,-16.978844249340476,
AnyRad_sts_90,-16.190201439518745,-13.69642989757434,
AnyRad_solid_90,-18.374591599408504,-15.86256807860957,
AnyRad_leuk_90,-10.69338775516826,-8.188742689262156,
AnyRad_lymp_90,-16.174457068584765,-14.900719175871778,
ChemoOnly_brain_90,-14.133372134644148,-12.402251454189894,
ChemoOnly_bone_90,-13.592742036794476,-11.230277845804153,
ChemoOnly_sts_90,-10.012093914472274,-8.49019193086015,
ChemoOnly_solid_90,-13.0637591988638,-11.78899470127952,
ChemoOnly_leuk_90,-5.70235166477908,-4.844887510653436,
ChemoOnly_lymp_90,-9.43787124570661,-8.047970237139538,
SurgOnly_NoTrt_brain_90,-7.517414267330373,-6.380424085827016,
SurgOnly_NoTrt_bone_90,-2.74076441696792,-2.869408654782063,
SurgOnly_NoTrt_sts_90,NaN,NaN,
SurgOnly_NoTrt_solid_90,-9.238940016916672,-8.351244026707619,
SurgOnly_NoTrt_leuk_90,1.8242986028765031,NaN,
SurgOnly_NoTrt_lymp_90,0.6059358687391523,NaN,
NoRad_ALL_70,-4.168515869478114,-3.116830903189353,
NoRad_AML_70,-9.094202997901682,-7.617559407062444,
NoRad_OtherLeukemia_70,-7.125344964611109,-2.11291041202891,
NoRad_Astrocytoma_70,-7.122639959367696,-5.200026479857485,
NoRad_Medulloblastoma_70,NaN,NaN,
