Group,LE,QALEcond,LEcond,HealthyLY,HealthyLYCond,
Heart<5,-15.073565302502132,-11.324813260038951,-15.073565302502779,-17.696437214735255,-17.69643721473522,
Heart5_14,-19.16062992346783,-14.381989705806866,-19.16062992346798,-22.009410316374883,-22.009410316374996,
Heart15_34,-22.623559934400234,-16.70411777025194,-22.623559934400426,-24.567074155926598,-24.567074155926477,
Heart35+,-23.98277900025652,-17.866946413171934,-23.982779000256386,-24.911956947221462,-24.911956947221572,
CRTNone,-7.921718749198007,-6.464850766508121,-7.921718749198298,-11.478186796603175,-11.478186796603453,
CRT<20,-15.879965125405441,-11.93823093588724,-15.879965125405747,-18.951880524084615,-18.95188052408485,
CRT20_29,-12.127643216575464,-9.346308960982057,-12.127643216575606,-14.308751081920818,-14.308751081920889,
CRT30_49,-26.386492610092105,-19.45691040943931,-26.386492610092027,-26.52865642155826,-26.528656421558185,
CRT50+,-26.915775292765957,-19.608197551803336,-26.915775292765808,-27.834529432002647,-27.834529432002626,
OvaryNone,-8.185985433983632,-6.4533927840872,-8.18598543398361,-11.091124544965176,-11.091124544965211,
Ovary<10,-17.492070922381252,-12.74861660271872,-17.492070922381124,-19.903680252740116,-19.903680252739797,
Ovary10-19,-18.588356271986775,-13.643644504284417,-18.588356271986733,-21.656311864416374,-21.65631186441641,
Ovary20+,-20.179014466160524,-14.549734742703315,-20.179014466160503,-21.322823617183197,-21.322823617183204,
AbdPelNone,-7.919141505974025,-6.457058978549554,-7.919141505974466,-11.480452076462775,-11.480452076463017,
AbdPel<15,-15.748971189318922,-11.845732716518192,-15.748971189319036,-18.63642082463044,-18.6364208246304,
AbdPel15_24,-18.02719533900231,-13.512567744441462,-18.027195339002255,-21.082207780067854,-21.082207780067925,
AbdPel25_34,-21.796200772299585,-16.051425322932722,-21.796200772299272,-22.713015065028742,-22.7130150650286,
AbdPel35+,-25.610553330954502,-18.786747720149158,-25.610553330954517,-25.678081633573015,-25.678081633572898,
MaxRTNone,-8.06182814269603,-6.552958538066903,-8.06182814269669,-11.592218694351402,-11.592218694351509,
MaxRT<20,-10.129924505299272,-7.843376205423951,-10.129924505299165,-14.058840750940512,-14.05884075094022,
MaxRT20_29,-12.997418951104109,-9.93815552959866,-12.997418951104017,-16.301492666428842,-16.301492666428878,
MaxRT30+,-24.604848045354466,-18.015568412374925,-24.604848045354146,-25.33125174392452,-25.331251743924707,
ALL_70,-11.710143504373612,-8.942273098046691,-11.710143504373676,-12.887756150936852,-12.887756150936802,
AML_70,-15.163180724918497,-11.418124233593431,-15.16318072491854,-16.263090392812785,-16.263090392812778,
OtherLeukemia_70,-24.60787379266256,-18.697266185012506,-24.607873792662566,-24.08678267956546,-24.08678267956543,
Astrocytoma_70,-22.037812958198465,-16.235372140873633,-22.037812958198522,-22.13706976451367,-22.13706976451364,
Medulloblastoma_70,-28.616367791882553,-20.72855269296531,-28.616367791882496,-26.57363315883501,-26.57363315883506,
Other CNS_70,-19.62599563110902,-14.295403553114362,-19.62599563110902,-19.03088796095173,-19.03088796095173,
HL_70,-22.484635857257636,-16.76413945605538,-22.484635857257587,-22.61183623608604,-22.61183623608601,
NHL_70,-11.494973573532008,-8.859282413775482,-11.494973573532064,-14.79071539320691,-14.790715393206952,
Kidney_70,-11.963077794615032,-9.19236788848545,-11.963077794614932,-15.182453617684985,-15.18245361768495,
NBL_70,-12.503245462891172,-9.725772831771735,-12.503245462891115,-16.350274341161082,-16.35027434116111,
STS_70,-14.034944627120822,-10.646972216590662,-14.034944627120844,-17.148732316604935,-17.148732316604992,
Ewings_70,-17.733529299009035,-12.970919089137173,-17.733529299009028,-21.286128876739603,-21.286128876739532,
Osteosarcoma_70,-9.73954954102011,-7.48995926509042,-9.739549541020125,-14.18319414422146,-14.183194144221453,
OtherBoneTumor_70,-4.123990590392239,-3.257494697789056,-4.123990590392232,-6.150455333576787,-6.150455333576787,
ALL_80,-6.500171394779031,-5.2873088510807165,-6.500171394778967,-9.006378240498904,-9.00637824049884,
AML_80,-13.157727368936847,-10.021660385153837,-13.157727368936825,-14.790809824402736,-14.790809824402743,
OtherLeukemia_80,-18.03850148807844,-13.741160053131686,-18.03850148807844,-18.886839934597944,-18.886839934597944,
Astrocytoma_80,-17.038155284987575,-12.682205984686242,-17.03815528498729,-19.264004751454706,-19.264004751454756,
Medulloblastoma_80,-28.808462033667404,-21.02038311709354,-28.80846203366744,-27.990815555954093,-27.990815555954033,
Other CNS_80,-20.94509698634866,-15.411469304590696,-20.945096986348666,-21.837775513768065,-21.837775513768065,
HL_80,-15.894353589316289,-12.13792877473184,-15.89435358931619,-19.195329463476405,-19.195329463476426,
NHL_80,-7.538465415490947,-6.2561489780313195,-7.5384654154909825,-12.710346702091826,-12.710346702091826,
Kidney_80,-10.085170489247616,-8.082426371760882,-10.085170489247524,-15.322784871035395,-15.322784871035324,
NBL_80,-11.983584594867779,-9.56429697032344,-11.983584594867871,-17.09764522053127,-17.09764522053115,
STS_80,-14.579037019360399,-11.17212263248296,-14.579037019360378,-18.886368756139312,-18.886368756139305,
Ewings_80,-17.135769613245365,-12.67433662393394,-17.13576961324536,-21.482016469409487,-21.482016469409462,
Osteosarcoma_80,-9.285662597249939,-7.212394748189766,-9.28566259724996,-14.358204671567144,-14.358204671567158,
OtherBoneTumor_80,-8.636042141049018,-6.472763913318374,-8.63604214104901,-11.451241847358219,-11.451241847358212,
ALL_90,-3.28267816789095,-3.0584036683402047,-3.2826781678908503,-6.774157014001901,-6.77415701400183,
AML_90,-11.844178055365688,-9.535080287291798,-11.844178055365745,-14.770007549786236,-14.770007549786143,
OtherLeukemia_90,-13.811268889234334,-10.57181928284654,-13.811268889234384,-15.924116586060777,-15.924116586060777,
Astrocytoma_90,-11.381828792544972,-8.675004895822745,-11.381828792544859,-13.497933389213841,-13.497933389213856,
Medulloblastoma_90,-26.019974464216695,-18.899010648391613,-26.01997446421668,-26.073146763802363,-26.073146763802306,
Other CNS_90,-19.968363054961316,-14.79182463804618,-19.968363054961408,-21.364093352616962,-21.364093352616962,
HL_90,-9.431032225587415,-7.765504737537398,-9.431032225587558,-15.510353568096548,-15.51035356809664,
NHL_90,-4.68237541805,-4.206902095645347,-4.682375418049986,-10.432528341564215,-10.432528341564165,
Kidney_90,-9.41634804869804,-7.664807385333425,-9.416348048698133,-14.765759193161422,-14.765759193161315,
NBL_90,-14.315600210503902,-11.41327199685189,-14.315600210503902,-19.26076274236474,-19.260762742364776,
STS_90,-13.997238486300247,-10.795816998918234,-13.997238486300233,-18.093849042236116,-18.093849042236137,
Ewings_90,-15.13152396875163,-11.313495853404802,-15.13152396875158,-21.003445674557454,-21.003445674557373,
Osteosarcoma_90,-11.262719002936294,-8.815766042931628,-11.262719002936272,-16.43777786389287,-16.43777786389282,
OtherBoneTumor_90,-13.22364173259676,-10.102504615994299,-13.223641732596732,-18.489261793326627,-18.489261793326605,
brain_70,-24.43041606754364,-17.84411217238642,-24.430416067543604,-23.62063226232116,-23.620632262321113,
bone_70,-13.452148936017664,-9.96539955282045,-13.452148936017672,-17.2386597913587,-17.23865979135875,
sts_70,-14.034944627120822,-10.646972216590662,-14.034944627120844,-17.148732316604935,-17.148732316604992,
solid_70,-13.025586234743656,-10.105316290135036,-13.025586234743727,-16.48967728089675,-16.48967728089668,
leuk_70,-12.928647976207102,-9.919518323328653,-12.928647976207216,-14.145703645355908,-14.145703645356072,
lymp_70,-19.832565985568465,-14.839904265670157,-19.832565985568614,-20.810371860475463,-20.81037186047532,
brain_80,-22.43922877906609,-16.39205570934294,-22.43922877906595,-22.554134592308415,-22.554134592308458,
bone_80,-13.100146595966791,-9.809788265253438,-13.100146595966827,-17.576386559780296,-17.576386559780367,
sts_80,-14.579037019360399,-11.17212263248296,-14.579037019360378,-18.886368756139312,-18.886368756139305,
solid_80,-11.959749295833362,-9.4615224777951,-11.959749295833454,-16.8932832082794,-16.893283208279563,
leuk_80,-7.923176053720923,-6.354058833725944,-7.92317605372083,-10.505873119781882,-10.50587311978152,
lymp_80,-12.942032348197088,-10.109210964839214,-12.942032348197074,-17.090366809906,-17.09036680990632,
brain_90,-18.376371513525342,-13.688299095661534,-18.37637151352525,-19.297915600619298,-19.29791560061907,
bone_90,-13.996579223904355,-10.556788955180416,-13.996579223904376,-19.1708510207895,-19.17085102078947,
sts_90,-13.997238486300247,-10.795816998918234,-13.997238486300233,-18.093849042236116,-18.093849042236137,
solid_90,-12.879550183878337,-10.214584474766312,-12.879550183878273,-17.990136198362066,-17.990136198362215,
leuk_90,-4.746355793502502,-4.136835372946088,-4.74635579350273,-8.306215109316682,-8.306215109316575,
lymp_90,-8.001541963696013,-6.617120058688734,-8.0015419636959,-13.536187454537611,-13.536187454537647,
SurgOnly_NoTrt,-9.426027060355409,-7.255472955825063,-9.426027060355317,-11.02021382105142,-11.020213821051406,
ChemoOnly,-7.19151901283719,-5.921123477382061,-7.191519012837212,-11.057729031756594,-11.057729031756196,
RadOnly,-22.002641226260423,-16.17188049066994,-22.0026412262604,-22.76052939135807,-22.76052939135807,
ChemoRad,-17.331684121508914,-12.960618837012724,-17.331684121509163,-19.975102965503602,-19.97510296550339,
NoChemoRT,-9.426027060355409,-7.255472955825063,-9.426027060355317,-11.02021382105142,-11.020213821051406,
AnyChemoRT,-13.305947653260219,-10.1619007181937,-13.305947653259466,-16.35244165303901,-16.35244165303888,
NoChemo,-15.751741784262464,-11.724273210548468,-15.751741784262364,-16.728511799017944,-16.72851179901768,
AnyChemo,-12.428786774507444,-9.54190764637351,-12.428786774507628,-15.662621595886527,-15.6626215958864,
NoRad,-7.7583975794901505,-6.327827659554025,-7.758397579490172,-11.322195787316247,-11.32219578731602,
AnyRad,-18.206274504062556,-13.614651456647834,-18.206274504062975,-20.600902994077778,-20.600902994077494,
SurgOnly_NoTrt_70,-10.95782319841527,-8.381174586565862,-10.95782319841527,-12.349599175954836,-12.349599175954815,
ChemoOnly_70,-11.062291806142781,-8.64591025368781,-11.06229180614283,-13.999126113014604,-13.99912611301464,
RadOnly_70,-22.197753856189223,-16.3373859308929,-22.197753856189195,-21.92176049480252,-21.92176049480258,
ChemoRad_70,-17.945558986211537,-13.379859294308694,-17.945558986211488,-19.21386191317201,-19.213861913171968,
SurgOnly_NoTrt_80,-9.509651213785787,-7.340214267455416,-9.509651213785837,-11.30007605987791,-11.300076059877917,
ChemoOnly_80,-7.835378371912967,-6.338364569791089,-7.835378371913066,-11.346886186747966,-11.346886186747959,
RadOnly_80,-20.946598481758578,-15.410880514229579,-20.9465984817587,-22.319386045971846,-22.319386045971758,
ChemoRad_80,-16.551737963859388,-12.447849456607045,-16.551737963859594,-19.410020532979708,-19.410020532979736,
SurgOnly_NoTrt_90,-8.390389247377854,-6.451382111739726,-8.390389247377826,-9.945128081401329,-9.945128081401343,
ChemoOnly_90,-6.018363268408848,-5.091537988115952,-6.018363268409026,-10.170437101439482,-10.170437101439283,
RadOnly_90,-21.42538903854866,-15.826327170605605,-21.42538903854865,-23.839902089817656,-23.839902089817635,
ChemoRad_90,-17.1854484928134,-12.871126374793,-17.185448492813364,-20.67679241580332,-20.67679241580303,
NoChemoRT_70,-10.95782319841527,-8.381174586565862,-10.95782319841527,-12.349599175954836,-12.349599175954815,
AnyChemoRT_70,-17.656802265217628,-13.20810622563134,-17.656802265217884,-18.87158322676254,-18.871583226762432,
NoChemoRT_80,-9.509651213785787,-7.340214267455416,-9.509651213785837,-11.30007605987791,-11.300076059877917,
AnyChemoRT_80,-13.643716261715,-10.372457746632016,-13.6437162617149,-16.627177830720896,-16.6271778307212,
NoChemoRT_90,-8.390389247377854,-6.451382111739726,-8.390389247377826,-9.945128081401329,-9.945128081401343,
AnyChemoRT_90,-10.796055654832912,-8.38965349818605,-10.796055654832706,-14.532006783608907,-14.532006783609162,
NoChemo_70,-19.128936381945948,-14.148291171454826,-19.128936381945813,-19.234473974181526,-19.234473974181668,
AnyChemo_70,-16.506280544902943,-12.414530254220992,-16.506280544902715,-18.16362675641337,-18.16362675641348,
NoChemo_80,-16.02894863767972,-11.943313946062716,-16.028948637679775,-17.495217673413613,-17.495217673413578,
AnyChemo_80,-12.75973350111451,-9.746637708532866,-12.759733501114816,-15.939614970118477,-15.939614970118697,
NoChemo_90,-11.945964491274637,-9.010077367728854,-11.945964491274466,-13.624400717174076,-13.624400717173948,
AnyChemo_90,-10.33058269110299,-8.062535862147243,-10.330582691103018,-14.13172399062659,-14.131723990626924,
NoRad_70,-11.407063789878507,-8.862186949704281,-11.407063789878578,-13.894966537473223,-13.894966537473202,
AnyRad_70,-19.05720636844969,-14.174900893689227,-19.057206368449762,-19.924428727202837,-19.924428727202738,
NoRad_80,-8.344639394817364,-6.683093146466618,-8.344639394817328,-11.582888443659606,-11.582888443659556,
AnyRad_80,-17.44812480267941,-13.042143221297472,-17.448124802679317,-20.062158254270223,-20.062158254270393,
NoRad_90,-6.555334627741999,-5.495600376176611,-6.5553346277420275,-10.42719864010131,-10.427198640101494,
AnyRad_90,-17.838605859341506,-13.306906297294297,-17.83860585934145,-21.166224709972866,-21.16622470997266,
noRecur,-9.333698876867587,-7.070549741412172,-9.20643823272696,-12.859171282795316,-12.728188854431238,
recur,NaN,NaN,NaN,NaN,NaN,
noRecur_70,-12.285929720726386,-9.059357312465657,-12.03817663033876,-14.517713780888158,-14.24808697814835,
recur_70,NaN,NaN,NaN,NaN,NaN,
noRecur_80,-9.451644559158225,-7.21108687294609,-9.39317305458296,-13.003108327628745,-12.943842966827937,
recur_80,NaN,NaN,NaN,NaN,NaN,
noRecur_90,-7.788338705169849,-6.084461930921435,-7.710866224999322,-11.731268211211372,-11.670802479363559,
recur_90,NaN,NaN,NaN,NaN,NaN,
Age0-4_70,-15.899214682921674,-12.082184229613958,-15.899214682921645,-17.772458246176797,-17.77245824617686,
Age5-9_70,-16.366719146650276,-12.21612624088906,-16.36671914665031,-18.057001353252218,-18.05700135325224,
Age10-14_70,-16.781325177678013,-12.402897677309156,-16.781325177678077,-18.034166921275798,-18.034166921275762,
Age15-20_70,-18.829777152613353,-14.07457602491586,-18.829777152613424,-19.24718006605174,-19.247180066051627,
Age0-4_80,-13.030973580404549,-10.069742961538331,-13.030973580404833,-16.045664533191243,-16.045664533191044,
Age5-9_80,-12.180298243760518,-9.329895703693225,-12.180298243760724,-15.487169820920691,-15.487169820920549,
Age10-14_80,-13.53997595229501,-10.169391265264103,-13.539975952294974,-16.202211483873498,-16.20221148387352,
Age15-20_80,-14.471707863409456,-10.89320095847538,-14.471707863409321,-16.384114847802216,-16.38411484780211,
Age0-4_90,-10.328985079143422,-8.182237174486609,-10.32898507914306,-13.999172001413896,-13.99917200141401,
Age5-9_90,-9.780704908651913,-7.6711356392941425,-9.780704908651963,-13.681130329885889,-13.681130329885946,
Age10-14_90,-10.801809865756084,-8.268864404513465,-10.801809865755907,-14.28100711971517,-14.281007119715213,
Age15-20_90,-11.540104942014992,-8.852423868759217,-11.54010494201512,-14.630616085369034,-14.630616085369198,
Male_70,-17.3383283649611,-13.201571091804624,-17.338328364960667,-18.385510655433663,-18.385510655433777,
Female_70,-16.78365459189836,-12.240492086813148,-16.783654591898873,-18.155380966992887,-18.155380966992794,
Male_80,-13.510808267601725,-10.468695685512664,-13.510808267601625,-16.241970009827106,-16.24197000982697,
Female_80,-13.110065628359465,-9.765165154393976,-13.110065628359564,-15.768471023896545,-15.768471023896296,
Male_90,-10.737214365658104,-8.469816564974607,-10.737214365658076,-14.147280265666168,-14.147280265666346,
Female_90,-10.552695129502311,-8.074056371349883,-10.552695129502318,-13.744563098993986,-13.744563098993723,
HL grp: Salvage,-30.555717203086274,-22.9103582635321,-30.555717203086264,-30.71289963864139,-30.71289963864142,
HL grp: Extended,-21.328038939265177,-15.877857637400425,-21.328038939265184,-22.458334251523162,-22.4583342515233,
HL grp: Chest RT>=35 plus chemo,-19.090982615272885,-14.235245173970345,-19.090982615272942,-21.381134524486463,-21.381134524486427,
HL grp: Chest RT>=35 no chemo,-18.678343188849816,-13.963194083426938,-18.67834318884985,-20.122955150238532,-20.122955150238536,
HL grp: Chest RT<35 plus chemo,-9.709134545751937,-7.802161182611684,-9.709134545752022,-15.416783405846516,-15.416783405846424,
HL grp: Chemo without chest RT,-4.186050388748214,-3.9658197318442774,-4.186050388748235,-11.086839336822536,-11.08683933682255,
HL grp: Other,-8.174116117912021,-6.531258586930306,-8.174116117912028,-11.453079153243209,-11.453079153243294,
HL AHOD: Contemporary,-6.082945575296122,-5.32465096438748,-6.082945575296101,-12.62237222057503,-12.62237222057501,
HL AHOD: High Chest RT,-23.255474577802048,-17.33828234168035,-23.25547457780216,-24.045773284901443,-24.045773284901482,
HL AHOD: Other,-10.555930970926042,-8.490572420672706,-10.555930970926013,-15.5962642607156,-15.596264260715579,
HL grp 2: Salvage,-30.555717203086274,-22.9103582635321,-30.555717203086264,-30.71289963864139,-30.71289963864142,
HL grp 2: Extended,-21.328038939265177,-15.877857637400425,-21.328038939265184,-22.458334251523162,-22.4583342515233,
HL grp 2: Chest RT>=35,-19.335522007833134,-14.43044126524078,-19.33552200783305,-21.16950702629763,-21.169507026297694,
HL grp 2: [empty],NaN,NaN,NaN,NaN,NaN,
HL grp 2: Chest RT<35 plus chemo,-9.709134545751937,-7.802161182611684,-9.709134545752022,-15.416783405846516,-15.416783405846424,
HL grp 2: Chemo without chest RT,-4.186050388748214,-3.9658197318442774,-4.186050388748235,-11.086839336822536,-11.08683933682255,
HL grp 2: Other,-8.174116117912021,-6.531258586930306,-8.174116117912028,-11.453079153243209,-11.453079153243294,
HL AHOD2: Contemporary with RT,-6.885161036589281,-5.925099474338012,-6.885161036589231,-12.676249979027993,-12.676249979028,
HL AHOD2: Contemporary without RT,-3.1904472711766374,-3.1504887496687886,-3.190447271176623,-9.959717795919552,-9.959717795919545,
HL AHOD2: High Chest RT,-23.255474577802048,-17.33828234168035,-23.25547457780216,-24.045773284901443,-24.045773284901482,
HL AHOD2: Other,-10.555930970926042,-8.490572420672706,-10.555930970926013,-15.5962642607156,-15.596264260715579,
AnyRad_ALL,-9.492556262094467,-7.409817911495644,-9.492556262094524,-11.630293636240069,-11.630293636240118,
AnyRad_AML,-18.389392843533898,-13.80036184603118,-18.389392843533926,-20.666616252749748,-20.666616252749797,
AnyRad_OtherLeukemia,-20.019031774798336,-15.008086855549305,-20.01903177479835,-21.29477989776921,-21.29477989776924,
AnyRad_Astrocytoma,-22.780364333136426,-16.868091527151247,-22.78036433313651,-26.03368096519349,-26.03368096519333,
AnyRad_Medulloblastoma,-28.017892529195997,-20.385681433364248,-28.017892529195983,-28.025606117022022,-28.0256061170221,
AnyRad_Other CNS,-23.23652690322679,-17.11856881763851,-23.236526903226782,-25.86677246167087,-25.86677246167093,
AnyRad_HL,-18.22923615503536,-13.769216713714439,-18.22923615503573,-20.392055546283302,-20.392055546283213,
AnyRad_NHL,-11.431075406036896,-8.999007347641225,-11.431075406036861,-15.457020667408841,-15.45702066740867,
AnyRad_Kidney,-12.758323163751314,-9.906728842590908,-12.758323163751356,-18.24767353993183,-18.247673539931853,
AnyRad_NBL,-20.459197885133918,-15.557868306789715,-20.45919788513384,-23.328858465481844,-23.328858465481716,
AnyRad_STS,-17.327956200043467,-13.003493614999321,-17.327956200043523,-20.72036596370242,-20.720365963702392,
AnyRad_Ewings,-20.76923018614714,-15.058278987287753,-20.769230186147126,-24.510947713442697,-24.510947713442746,
AnyRad_Osteosarcoma,-17.05365477262597,-12.494147729147802,-17.05365477262596,-20.17049528245235,-20.170495282452325,
AnyRad_OtherBoneTumor,-16.649299361662706,-12.172143922749278,-16.649299361662713,-20.309942853461664,-20.309942853461664,
ChemoOnly_ALL,-2.9126925136591097,-2.856556204238629,-2.9126925136591097,-6.383279482374327,-6.383279482374199,
ChemoOnly_AML,-10.704650669845805,-8.374404183117136,-10.70465066984572,-12.306851832089059,-12.306851832089045,
ChemoOnly_OtherLeukemia,-14.361715845981529,-11.21344291549287,-14.361715845981578,-15.780104598316413,-15.780104598316413,
ChemoOnly_Astrocytoma,-10.808429465329013,-8.51761674249287,-10.80842946532907,-13.292728007073002,-13.292728007073052,
ChemoOnly_Medulloblastoma,-15.494022366817717,-11.401347511122893,-15.494022366817724,-14.619251626481983,-14.619251626481955,
ChemoOnly_Other CNS,-13.977346949975654,-10.39901026199879,-13.977346949975676,-14.702519209099819,-14.702519209099833,
ChemoOnly_HL,-5.17103635189342,-4.641397987499673,-5.171036351893463,-11.952854067317311,-11.952854067317212,
ChemoOnly_NHL,-4.131632868421036,-3.84559650079278,-4.1316328684211,-9.763470337543879,-9.76347033754395,
ChemoOnly_Kidney,-6.577349921668699,-5.527210581627941,-6.577349921668741,-10.669847029470482,-10.669847029470418,
ChemoOnly_NBL,-11.296754935490469,-9.399234797401753,-11.296754935490497,-17.673015566216982,-17.673015566216947,
ChemoOnly_STS,-7.928557988663357,-6.622671982548809,-7.928557988663336,-13.524450410019568,-13.524450410019533,
ChemoOnly_Ewings,-7.125903802436824,-5.991292378208982,-7.1259038024368095,-14.55310491417832,-14.553104914178242,
ChemoOnly_Osteosarcoma,-9.925339906315855,-7.755932650341144,-9.92533990631587,-15.221000632421422,-15.221000632421593,
ChemoOnly_OtherBoneTumor,-6.612102075074233,-5.602929810654352,-6.612102075074219,-11.991577675811719,-11.991577675811698,
SurgOnly_NoTrt_ALL,0.0,0.0,0.0,0.0,0.0,
SurgOnly_NoTrt_AML,-2.0040734568952416,-1.916286009921059,-2.0040734568952345,-2.200485362640798,-2.200485362640798,
SurgOnly_NoTrt_OtherLeukemia,-9.044250664512504,-7.0263674301610735,-9.044250664512496,-7.319218711247061,-7.319218711247046,
SurgOnly_NoTrt_Astrocytoma,-7.713283610315571,-5.847271820285492,-7.7132836103156635,-8.07104618700803,-8.071046187008001,
SurgOnly_NoTrt_Medulloblastoma,-10.736368450204246,-8.028513247143266,-10.736368450204253,-10.238747450211008,-10.238747450211015,
SurgOnly_NoTrt_Other CNS,-9.949573442288298,-7.309905994162435,-9.949573442288248,-9.908873589397714,-9.908873589397665,
SurgOnly_NoTrt_HL,0.0,-1.0028023775395596,0.0,-2.4669750439755873,-2.4669750439755873,
SurgOnly_NoTrt_NHL,-2.4893447329385765,-2.3787468544612906,-2.4893447329385907,-6.312636103946204,-6.312636103946197,
